chain_clean	e	o	p	t	v	w	z	DiscrepancyPercent
op	0	1	1	0	0	0	0	-0.03502
op	0	1	1	0	0	0	0	-0.0336
oooo	0	4	0	0	0	0	0	0.09946
op	0	1	1	0	0	0	0	-0.04399
oooo	0	4	0	0	0	0	0	0.09116
op	0	1	1	0	0	0	0	-0.01908
oooo	0	4	0	0	0	0	0	0.09373
ooop	0	3	1	0	0	0	0	0.02365
pooo	0	3	1	0	0	0	0	0.00567
oooo	0	4	0	0	0	0	0	0.10292
ooop	0	3	1	0	0	0	0	0.03738
op	0	1	1	0	0	0	0	-0.06589
pooo	0	3	1	0	0	0	0	0.02363
ooop	0	3	1	0	0	0	0	0.04676
op	0	1	1	0	0	0	0	-0.07188
pooo	0	3	1	0	0	0	0	0.04999
ooop	0	3	1	0	0	0	0	0.0613
pooo	0	3	1	0	0	0	0	0.04756
ooop	0	3	1	0	0	0	0	0.06357
pooo	0	3	1	0	0	0	0	0.05905
oooo	0	4	0	0	0	0	0	0.09083
ooop	0	3	1	0	0	0	0	0.01393
op	0	1	1	0	0	0	0	-0.09275
pooo	0	3	1	0	0	0	0	0.00916
ooop	0	3	1	0	0	0	0	0.02754
op	0	1	1	0	0	0	0	-0.07599
oppo	0	2	2	0	0	0	0	0.02992
pooo	0	3	1	0	0	0	0	0.01898
ooop	0	3	1	0	0	0	0	0.02107
oppo	0	2	2	0	0	0	0	0.02624
pooo	0	3	1	0	0	0	0	0.01925
ooop	0	3	1	0	0	0	0	0.02866
oppo	0	2	2	0	0	0	0	0.04007
pooo	0	3	1	0	0	0	0	0.02961
ooop	0	3	1	0	0	0	0	0.05751
op	0	1	1	0	0	0	0	-0.03937
pooo	0	3	1	0	0	0	0	0.09342
op	0	1	1	0	0	0	0	-0.0001
op	0	1	1	0	0	0	0	-0.03172
oop	0	2	1	0	0	0	0	-0.0435
op	0	1	1	0	0	0	0	-0.03599
oop	0	2	1	0	0	0	0	-0.04321
pooo	0	3	1	0	0	0	0	0.01506
op	0	1	1	0	0	0	0	-0.04971
oop	0	2	1	0	0	0	0	-0.04979
pooo	0	3	1	0	0	0	0	-0.00046
op	0	1	1	0	0	0	0	-0.0477
oop	0	2	1	0	0	0	0	-0.05194
op	0	1	1	0	0	0	0	-0.04762
oppo	0	2	2	0	0	0	0	0.03053
oop	0	2	1	0	0	0	0	-0.09157
pooo	0	3	1	0	0	0	0	0.01032
eop	1	1	1	0	0	0	0	0.01817
ee	2	0	0	0	0	0	0	0.19912
opee	2	1	1	0	0	0	0	0.1897
peope	2	1	2	0	0	0	0	0.24155
eop	1	1	1	0	0	0	0	0.02134
ee	2	0	0	0	0	0	0	0.19428
opee	2	1	1	0	0	0	0	0.20051
peope	2	1	2	0	0	0	0	0.26621
eop	1	1	1	0	0	0	0	0.02025
opee	2	1	1	0	0	0	0	0.17617
eop	1	1	1	0	0	0	0	0.01206
ee	2	0	0	0	0	0	0	0.17193
opee	2	1	1	0	0	0	0	0.14649
peope	2	1	2	0	0	0	0	0.21071
eop	1	1	1	0	0	0	0	0.02282
ee	2	0	0	0	0	0	0	0.16645
opee	2	1	1	0	0	0	0	0.16902
peope	2	1	2	0	0	0	0	0.21383
eop	1	1	1	0	0	0	0	0.02117
ee	2	0	0	0	0	0	0	0.18109
opee	2	1	1	0	0	0	0	0.1856
peope	2	1	2	0	0	0	0	0.22274
eop	1	1	1	0	0	0	0	0.02836
ee	2	0	0	0	0	0	0	0.14205
opee	2	1	1	0	0	0	0	0.19816
peope	2	1	2	0	0	0	0	0.23712
eop	1	1	1	0	0	0	0	0.02299
ee	2	0	0	0	0	0	0	0.17676
opee	2	1	1	0	0	0	0	0.18665
peope	2	1	2	0	0	0	0	0.24811
eop	1	1	1	0	0	0	0	0.02785
peope	2	1	2	0	0	0	0	0.19287
eop	1	1	1	0	0	0	0	0.03796
eeo	2	1	0	0	0	0	0	0.13967
ope	1	1	1	0	0	0	0	0.0257
opee	2	1	1	0	0	0	0	0.14337
ppoe	1	1	2	0	0	0	0	0.02396
peope	2	1	2	0	0	0	0	0.20575
pop	0	1	2	0	0	0	0	0.03087
eop	1	1	1	0	0	0	0	0.03167
eeo	2	1	0	0	0	0	0	0.13305
ope	1	1	1	0	0	0	0	0.02708
opee	2	1	1	0	0	0	0	0.1462
ppoe	1	1	2	0	0	0	0	0.0303
peope	2	1	2	0	0	0	0	0.21057
pop	0	1	2	0	0	0	0	0.01958
eop	1	1	1	0	0	0	0	0.01263
eeo	2	1	0	0	0	0	0	0.15465
ope	1	1	1	0	0	0	0	0.01988
opee	2	1	1	0	0	0	0	0.16834
ppoe	1	1	2	0	0	0	0	0.02389
peope	2	1	2	0	0	0	0	0.21717
pop	0	1	2	0	0	0	0	0.01866
eop	1	1	1	0	0	0	0	0.0308
eeo	2	1	0	0	0	0	0	0.15785
ope	1	1	1	0	0	0	0	0.02533
opee	2	1	1	0	0	0	0	0.17248
ppoe	1	1	2	0	0	0	0	0.02367
peope	2	1	2	0	0	0	0	0.23559
pop	0	1	2	0	0	0	0	0.02099
eop	1	1	1	0	0	0	0	0.01232
opee	2	1	1	0	0	0	0	0.16066
peope	2	1	2	0	0	0	0	0.21903
pop	0	1	2	0	0	0	0	0.01163
eop	1	1	1	0	0	0	0	0.02358
ope	1	1	1	0	0	0	0	0.02514
opee	2	1	1	0	0	0	0	0.17539
ppoe	1	1	2	0	0	0	0	0.02516
peope	2	1	2	0	0	0	0	0.23955
pop	0	1	2	0	0	0	0	0.01395
eop	1	1	1	0	0	0	0	0.01438
ope	1	1	1	0	0	0	0	0.01606
opee	2	1	1	0	0	0	0	0.20383
ppoe	1	1	2	0	0	0	0	0.0197
peope	2	1	2	0	0	0	0	0.24488
pop	0	1	2	0	0	0	0	0.01495
eop	1	1	1	0	0	0	0	0.02463
ope	1	1	1	0	0	0	0	0.01946
opee	2	1	1	0	0	0	0	0.17421
ppoe	1	1	2	0	0	0	0	0.0235
peope	2	1	2	0	0	0	0	0.2302
pop	0	1	2	0	0	0	0	0.02196
eop	1	1	1	0	0	0	0	0.0289
ope	1	1	1	0	0	0	0	0.01928
opee	2	1	1	0	0	0	0	0.15657
ppoe	1	1	2	0	0	0	0	0.01905
peope	2	1	2	0	0	0	0	0.20035
pop	0	1	2	0	0	0	0	0.01043
eop	1	1	1	0	0	0	0	0.01771
e	1	0	0	0	0	0	0	0.00589
e	1	0	0	0	0	0	0	0.00592
ee	2	0	0	0	0	0	0	0.18355
ope	1	1	1	0	0	0	0	0.01604
oo	0	2	0	0	0	0	0	0.00739
o	0	1	0	0	0	0	0	0.00614
opee	2	1	1	0	0	0	0	0.16345
ppoe	1	1	2	0	0	0	0	0.01914
peope	2	1	2	0	0	0	0	0.22214
p	0	0	1	0	0	0	0	0.01414
pop	0	1	2	0	0	0	0	0.01259
eop	1	1	1	0	0	0	0	0.00812
e	1	0	0	0	0	0	0	0.01171
ope	1	1	1	0	0	0	0	0.01597
opee	2	1	1	0	0	0	0	0.17784
ppoe	1	1	2	0	0	0	0	0.01659
peope	2	1	2	0	0	0	0	0.22533
pop	0	1	2	0	0	0	0	0.01254
eop	1	1	1	0	0	0	0	0.02697
ope	1	1	1	0	0	0	0	0.01985
opee	2	1	1	0	0	0	0	0.16597
ppoe	1	1	2	0	0	0	0	0.02197
peope	2	1	2	0	0	0	0	0.20033
pop	0	1	2	0	0	0	0	0.01451
eop	1	1	1	0	0	0	0	-0.00578
ope	1	1	1	0	0	0	0	0.01963
opee	2	1	1	0	0	0	0	0.1839
ppoe	1	1	2	0	0	0	0	0.02343
peope	2	1	2	0	0	0	0	0.22953
pop	0	1	2	0	0	0	0	0.01907
eop	1	1	1	0	0	0	0	0.03617
ope	1	1	1	0	0	0	0	0.01788
opee	2	1	1	0	0	0	0	0.17781
ppoe	1	1	2	0	0	0	0	0.01996
peope	2	1	2	0	0	0	0	0.22906
pop	0	1	2	0	0	0	0	0.01648
eop	1	1	1	0	0	0	0	0.01238
ope	1	1	1	0	0	0	0	0.01854
opee	2	1	1	0	0	0	0	0.17086
ppoe	1	1	2	0	0	0	0	0.01999
eop	1	1	1	0	0	0	0	0.01784
eepee	4	0	1	0	0	0	0	0.27224
ope	1	1	1	0	0	0	0	0.01858
oo	0	2	0	0	0	0	0	0.00858
opee	2	1	1	0	0	0	0	0.162
ppoe	1	1	2	0	0	0	0	0.01876
eop	1	1	1	0	0	0	0	0.02492
eepee	4	0	1	0	0	0	0	0.27803
ope	1	1	1	0	0	0	0	0.02345
oo	0	2	0	0	0	0	0	0.00828
opee	2	1	1	0	0	0	0	0.17811
ppoe	1	1	2	0	0	0	0	0.02606
eop	1	1	1	0	0	0	0	0.01731
eepee	4	0	1	0	0	0	0	0.26396
ope	1	1	1	0	0	0	0	0.01852
oo	0	2	0	0	0	0	0	0.01063
opee	2	1	1	0	0	0	0	0.17618
ppoe	1	1	2	0	0	0	0	0.02192
eop	1	1	1	0	0	0	0	0.02601
eepee	4	0	1	0	0	0	0	0.23018
ope	1	1	1	0	0	0	0	0.02272
oo	0	2	0	0	0	0	0	0.00573
opee	2	1	1	0	0	0	0	0.18617
ppoe	1	1	2	0	0	0	0	0.02257
eop	1	1	1	0	0	0	0	-0.0054
eepee	4	0	1	0	0	0	0	0.24133
ope	1	1	1	0	0	0	0	0.02016
oo	0	2	0	0	0	0	0	0.00654
opee	2	1	1	0	0	0	0	0.17916
ppoe	1	1	2	0	0	0	0	0.02428
eop	1	1	1	0	0	0	0	0.02228
eepee	4	0	1	0	0	0	0	0.31122
ope	1	1	1	0	0	0	0	0.01677
oo	0	2	0	0	0	0	0	0.00833
opee	2	1	1	0	0	0	0	0.15664
ppoe	1	1	2	0	0	0	0	0.01887
pet	1	0	1	1	0	0	0	0.10166
pet	1	0	1	1	0	0	0	0.09481
pet	1	0	1	1	0	0	0	0.1473
pet	1	0	1	1	0	0	0	0.11634
pet	1	0	1	1	0	0	0	0.13203
ptpt	0	0	2	2	0	0	0	0.13166
pet	1	0	1	1	0	0	0	0.13482
pet	1	0	1	1	0	0	0	0.12303
ptpt	0	0	2	2	0	0	0	0.13756
pet	1	0	1	1	0	0	0	0.12352
pet	1	0	1	1	0	0	0	0.00512
pet	1	0	1	1	0	0	0	0.05424
ttt	0	0	0	3	0	0	0	0.11386
pet	1	0	1	1	0	0	0	0.13076
ptpt	0	0	2	2	0	0	0	0.1073
ttt	0	0	0	3	0	0	0	0.10391
tet	1	0	0	2	0	0	0	0.13718
epte	2	0	1	1	0	0	0	0.34023
pet	1	0	1	1	0	0	0	0.11746
ptpt	0	0	2	2	0	0	0	0.1246
tppt	0	0	2	2	0	0	0	0.12932
tett	1	0	0	3	0	0	0	0.15359
ttt	0	0	0	3	0	0	0	0.09832
epte	2	0	1	1	0	0	0	0.33755
pet	1	0	1	1	0	0	0	0.12512
ptpt	0	0	2	2	0	0	0	0.13238
tppt	0	0	2	2	0	0	0	0.12892
tett	1	0	0	3	0	0	0	0.15818
ttt	0	0	0	3	0	0	0	0.1168
epte	2	0	1	1	0	0	0	0.25025
pet	1	0	1	1	0	0	0	0.10446
ptpt	0	0	2	2	0	0	0	0.10542
tppt	0	0	2	2	0	0	0	0.09855
tett	1	0	0	3	0	0	0	0.12024
ttt	0	0	0	3	0	0	0	0.09186
epte	2	0	1	1	0	0	0	0.2337
pet	1	0	1	1	0	0	0	0.1011
ptpt	0	0	2	2	0	0	0	0.1029
tppt	0	0	2	2	0	0	0	0.11355
tett	1	0	0	3	0	0	0	0.0951
ttt	0	0	0	3	0	0	0	0.07804
pet	1	0	1	1	0	0	0	0.11042
ptpt	0	0	2	2	0	0	0	0.12203
ee	2	0	0	0	0	0	0	0.25991
epte	2	0	1	1	0	0	0	0.25274
e	1	0	0	0	0	0	0	0.04924
e	1	0	0	0	0	0	0	0.06127
e	1	0	0	0	0	0	0	0.05212
ee	2	0	0	0	0	0	0	0.25141
e	1	0	0	0	0	0	0	0.06455
pet	1	0	1	1	0	0	0	0.11369
ptpt	0	0	2	2	0	0	0	0.09889
tt	0	0	0	2	0	0	0	0.07427
tppt	0	0	2	2	0	0	0	0.09284
tett	1	0	0	3	0	0	0	0.13316
ttt	0	0	0	3	0	0	0	0.08914
t	0	0	0	1	0	0	0	0.04996
t	0	0	0	1	0	0	0	0.03422
tt	0	0	0	2	0	0	0	0.06107
t	0	0	0	1	0	0	0	0.05086
t	0	0	0	1	0	0	0	0.05511
ee	2	0	0	0	0	0	0	0.22404
epte	2	0	1	1	0	0	0	0.2239
e	1	0	0	0	0	0	0	0.04051
e	1	0	0	0	0	0	0	0.03228
e	1	0	0	0	0	0	0	0.04515
ee	2	0	0	0	0	0	0	0.21353
e	1	0	0	0	0	0	0	0.04223
pet	1	0	1	1	0	0	0	0.09774
ptpt	0	0	2	2	0	0	0	0.10175
tt	0	0	0	2	0	0	0	0.07657
tppt	0	0	2	2	0	0	0	0.09766
tett	1	0	0	3	0	0	0	0.11679
ttt	0	0	0	3	0	0	0	0.08941
t	0	0	0	1	0	0	0	0.05015
t	0	0	0	1	0	0	0	0.04524
tt	0	0	0	2	0	0	0	0.06364
t	0	0	0	1	0	0	0	0.0518
t	0	0	0	1	0	0	0	0.05663
epte	2	0	1	1	0	0	0	0.22622
pet	1	0	1	1	0	0	0	0.10069
ptpt	0	0	2	2	0	0	0	0.09857
tppt	0	0	2	2	0	0	0	0.09613
tett	1	0	0	3	0	0	0	0.13003
ttt	0	0	0	3	0	0	0	0.08899
epte	2	0	1	1	0	0	0	0.25421
pet	1	0	1	1	0	0	0	0.10284
ptpt	0	0	2	2	0	0	0	0.09797
tppt	0	0	2	2	0	0	0	0.09327
tett	1	0	0	3	0	0	0	0.12211
ttt	0	0	0	3	0	0	0	0.08602
epte	2	0	1	1	0	0	0	0.26996
pet	1	0	1	1	0	0	0	0.08912
ptpt	0	0	2	2	0	0	0	0.08785
tppt	0	0	2	2	0	0	0	0.08534
tett	1	0	0	3	0	0	0	0.10566
ttt	0	0	0	3	0	0	0	0.06869
epte	2	0	1	1	0	0	0	0.25983
pet	1	0	1	1	0	0	0	0.0842
ptpt	0	0	2	2	0	0	0	0.08535
tppt	0	0	2	2	0	0	0	0.08794
tett	1	0	0	3	0	0	0	0.09593
ttt	0	0	0	3	0	0	0	0.0661
epte	2	0	1	1	0	0	0	0.25652
pet	1	0	1	1	0	0	0	0.08507
ptpt	0	0	2	2	0	0	0	0.0818
tppt	0	0	2	2	0	0	0	0.08377
tett	1	0	0	3	0	0	0	0.09234
ttt	0	0	0	3	0	0	0	0.06341
ee	2	0	0	0	0	0	0	0.23081
epte	2	0	1	1	0	0	0	0.25588
e	1	0	0	0	0	0	0	0.03209
e	1	0	0	0	0	0	0	0.03643
pp	0	0	2	0	0	0	0	0.03444
pet	1	0	1	1	0	0	0	0.08239
p	0	0	1	0	0	0	0	0.03288
pp	0	0	2	0	0	0	0	0.04056
ptpt	0	0	2	2	0	0	0	0.08121
p	0	0	1	0	0	0	0	0.02712
tt	0	0	0	2	0	0	0	0.04417
tppt	0	0	2	2	0	0	0	0.08241
tett	1	0	0	3	0	0	0	0.08883
ttt	0	0	0	3	0	0	0	0.06171
t	0	0	0	1	0	0	0	0.03671
t	0	0	0	1	0	0	0	0.03776
tt	0	0	0	2	0	0	0	0.04927
t	0	0	0	1	0	0	0	0.0393
t	0	0	0	1	0	0	0	0.0332
epte	2	0	1	1	0	0	0	0.25988
pet	1	0	1	1	0	0	0	0.08968
ptpt	0	0	2	2	0	0	0	0.09128
tppt	0	0	2	2	0	0	0	0.10253
tett	1	0	0	3	0	0	0	0.08608
ttt	0	0	0	3	0	0	0	0.05939
tett	1	0	0	3	0	0	0	0.09595
ttt	0	0	0	3	0	0	0	0.07369
epope	2	1	2	0	0	0	0	0.41462
eeep	3	0	1	0	0	0	0	0.49299
eppe	2	0	2	0	0	0	0	0.3724
epope	2	1	2	0	0	0	0	0.42045
eeep	3	0	1	0	0	0	0	0.51249
eppe	2	0	2	0	0	0	0	0.39301
eoe	2	1	0	0	0	0	0	0.43638
epope	2	1	2	0	0	0	0	0.41654
eeep	3	0	1	0	0	0	0	0.47576
epope	2	1	2	0	0	0	0	0.44933
eepe	3	0	1	0	0	0	0	0.55266
eppe	2	0	2	0	0	0	0	0.38589
eoe	2	1	0	0	0	0	0	0.38123
epope	2	1	2	0	0	0	0	0.42178
epope	2	1	2	0	0	0	0	0.42397
eepe	3	0	1	0	0	0	0	0.55671
eoe	2	1	0	0	0	0	0	0.3668
epope	2	1	2	0	0	0	0	0.43304
eeep	3	0	1	0	0	0	0	0.55348
epope	2	1	2	0	0	0	0	0.41563
eepe	3	0	1	0	0	0	0	0.52699
eppe	2	0	2	0	0	0	0	0.40614
eoe	2	1	0	0	0	0	0	0.3965
epope	2	1	2	0	0	0	0	0.43022
eeep	3	0	1	0	0	0	0	0.48377
epope	2	1	2	0	0	0	0	0.44048
eepe	3	0	1	0	0	0	0	0.55169
eppe	2	0	2	0	0	0	0	0.40355
eoe	2	1	0	0	0	0	0	0.37291
epope	2	1	2	0	0	0	0	0.41796
epope	2	1	2	0	0	0	0	0.40073
eepe	3	0	1	0	0	0	0	0.5406
eppe	2	0	2	0	0	0	0	0.41684
epope	2	1	2	0	0	0	0	0.42515
eeep	3	0	1	0	0	0	0	0.50923
epope	2	1	2	0	0	0	0	0.44021
eepe	3	0	1	0	0	0	0	0.54122
eppe	2	0	2	0	0	0	0	0.40116
epope	2	1	2	0	0	0	0	0.43426
eeep	3	0	1	0	0	0	0	0.52367
epope	2	1	2	0	0	0	0	0.39194
eepe	3	0	1	0	0	0	0	0.51817
eppe	2	0	2	0	0	0	0	0.40039
epope	2	1	2	0	0	0	0	0.40431
eeep	3	0	1	0	0	0	0	0.49944
eepe	3	0	1	0	0	0	0	0.54464
eppe	2	0	2	0	0	0	0	0.38355
epope	2	1	2	0	0	0	0	0.42766
eeep	3	0	1	0	0	0	0	0.5183
eppe	2	0	2	0	0	0	0	0.41169
epope	2	1	2	0	0	0	0	0.43097
eeep	3	0	1	0	0	0	0	0.52676
eppe	2	0	2	0	0	0	0	0.39816
epope	2	1	2	0	0	0	0	0.41811
eeep	3	0	1	0	0	0	0	0.52218
eppe	2	0	2	0	0	0	0	0.39097
epope	2	1	2	0	0	0	0	0.42484
eeep	3	0	1	0	0	0	0	0.50976
eppe	2	0	2	0	0	0	0	0.40673
epope	2	1	2	0	0	0	0	0.43202
eeep	3	0	1	0	0	0	0	0.51326
eppe	2	0	2	0	0	0	0	0.40148
epope	2	1	2	0	0	0	0	0.41731
eeep	3	0	1	0	0	0	0	0.50161
eppe	2	0	2	0	0	0	0	0.39584
epope	2	1	2	0	0	0	0	0.44277
eepe	3	0	1	0	0	0	0	0.58588
eppe	2	0	2	0	0	0	0	0.39732
peope	2	1	2	0	0	0	0	0.44785
epe	2	0	1	0	0	0	0	0.45909
epope	2	1	2	0	0	0	0	0.42694
eepe	3	0	1	0	0	0	0	0.53587
eppe	2	0	2	0	0	0	0	0.40994
peope	2	1	2	0	0	0	0	0.44234
epe	2	0	1	0	0	0	0	0.42752
epope	2	1	2	0	0	0	0	0.44211
eeep	3	0	1	0	0	0	0	0.52515
eepe	3	0	1	0	0	0	0	0.54577
eppe	2	0	2	0	0	0	0	0.42049
peope	2	1	2	0	0	0	0	0.42466
epope	2	1	2	0	0	0	0	0.41744
eeep	3	0	1	0	0	0	0	0.51121
eppe	2	0	2	0	0	0	0	0.39881
peope	2	1	2	0	0	0	0	0.38921
epope	2	1	2	0	0	0	0	0.42214
eeep	3	0	1	0	0	0	0	0.5155
eppe	2	0	2	0	0	0	0	0.39453
peope	2	1	2	0	0	0	0	0.40929
epope	2	1	2	0	0	0	0	0.43095
eeep	3	0	1	0	0	0	0	0.51789
eppe	2	0	2	0	0	0	0	0.40946
peope	2	1	2	0	0	0	0	0.43599
epope	2	1	2	0	0	0	0	0.4495
eeep	3	0	1	0	0	0	0	0.53112
eppe	2	0	2	0	0	0	0	0.42074
peope	2	1	2	0	0	0	0	0.44119
epope	2	1	2	0	0	0	0	0.44825
eeep	3	0	1	0	0	0	0	0.52556
eppe	2	0	2	0	0	0	0	0.42612
peope	2	1	2	0	0	0	0	0.41953
epope	2	1	2	0	0	0	0	0.44098
eeep	3	0	1	0	0	0	0	0.53168
eppe	2	0	2	0	0	0	0	0.42277
epope	2	1	2	0	0	0	0	0.44381
eeep	3	0	1	0	0	0	0	0.54196
eppe	2	0	2	0	0	0	0	0.42239
peope	2	1	2	0	0	0	0	0.4161
epope	2	1	2	0	0	0	0	0.43419
eeep	3	0	1	0	0	0	0	0.52092
eppe	2	0	2	0	0	0	0	0.40795
pppe	1	0	3	0	0	0	0	0.19898
peope	2	1	2	0	0	0	0	0.41849
epope	2	1	2	0	0	0	0	0.43368
eeep	3	0	1	0	0	0	0	0.52402
eppe	2	0	2	0	0	0	0	0.40908
pppe	1	0	3	0	0	0	0	0.1748
peope	2	1	2	0	0	0	0	0.41223
epope	2	1	2	0	0	0	0	0.4336
eeep	3	0	1	0	0	0	0	0.54028
eppe	2	0	2	0	0	0	0	0.41473
peope	2	1	2	0	0	0	0	0.42519
epope	2	1	2	0	0	0	0	0.43219
eope	2	1	1	0	0	0	0	0.49506
eeep	3	0	1	0	0	0	0	0.53994
eppe	2	0	2	0	0	0	0	0.4259
pppe	1	0	3	0	0	0	0	0.22593
peope	2	1	2	0	0	0	0	0.44231
pt	0	0	1	1	0	0	0	0.08459
pt	0	0	1	1	0	0	0	0.08838
pt	0	0	1	1	0	0	0	0.08566
pt	0	0	1	1	0	0	0	0.06435
pt	0	0	1	1	0	0	0	-0.2521
pt	0	0	1	1	0	0	0	-0.00596
pt	0	0	1	1	0	0	0	0.08531
pt	0	0	1	1	0	0	0	0.08605
pt	0	0	1	1	0	0	0	0.07616
pt	0	0	1	1	0	0	0	0.09855
pt	0	0	1	1	0	0	0	0.06596
pt	0	0	1	1	0	0	0	0.06665
pt	0	0	1	1	0	0	0	0.09899
pt	0	0	1	1	0	0	0	0.09857
pt	0	0	1	1	0	0	0	0.10354
pt	0	0	1	1	0	0	0	0.10232
pt	0	0	1	1	0	0	0	0.09737
pt	0	0	1	1	0	0	0	0.0725
pt	0	0	1	1	0	0	0	0.07174
pt	0	0	1	1	0	0	0	0.10487
ptpt	0	0	2	2	0	0	0	0.05786
pt	0	0	1	1	0	0	0	0.10425
ptpt	0	0	2	2	0	0	0	0.12014
pt	0	0	1	1	0	0	0	0.11382
ptpt	0	0	2	2	0	0	0	0.11894
pt	0	0	1	1	0	0	0	0.10573
ptpt	0	0	2	2	0	0	0	0.1234
pttt	0	0	1	3	0	0	0	0.47768
ptpt	0	0	2	2	0	0	0	0.47654
tpt	0	0	1	2	0	0	0	0.42716
tttt	0	0	0	4	0	0	0	0.4576
pttt	0	0	1	3	0	0	0	0.47793
ptpt	0	0	2	2	0	0	0	0.46087
tpt	0	0	1	2	0	0	0	0.40401
tttt	0	0	0	4	0	0	0	0.4652
pttt	0	0	1	3	0	0	0	0.42215
ptpt	0	0	2	2	0	0	0	0.40071
ptpt	0	0	2	2	0	0	0	0.41904
tpt	0	0	1	2	0	0	0	0.39267
tttt	0	0	0	4	0	0	0	0.40778
pttt	0	0	1	3	0	0	0	0.41037
tttt	0	0	0	4	0	0	0	0.39307
tttt	0	0	0	4	0	0	0	0.38665
pttt	0	0	1	3	0	0	0	0.39778
tttt	0	0	0	4	0	0	0	0.37811
pttt	0	0	1	3	0	0	0	0.40459
tttt	0	0	0	4	0	0	0	0.39498
pttt	0	0	1	3	0	0	0	0.34486
tttt	0	0	0	4	0	0	0	0.31216
pttt	0	0	1	3	0	0	0	0.23883
tttt	0	0	0	4	0	0	0	0.24526
pttt	0	0	1	3	0	0	0	0.52145
ptpt	0	0	2	2	0	0	0	0.50176
ttt	0	0	0	3	0	0	0	0.43887
tttt	0	0	0	4	0	0	0	0.45007
pttt	0	0	1	3	0	0	0	0.64345
ptpt	0	0	2	2	0	0	0	0.62907
ttt	0	0	0	3	0	0	0	0.56457
tttt	0	0	0	4	0	0	0	0.58089
pttt	0	0	1	3	0	0	0	0.59474
ptpt	0	0	2	2	0	0	0	0.57434
ttt	0	0	0	3	0	0	0	0.57197
tttt	0	0	0	4	0	0	0	0.54229
pttt	0	0	1	3	0	0	0	0.49314
ptpt	0	0	2	2	0	0	0	0.49421
ttt	0	0	0	3	0	0	0	0.43863
ttt	0	0	0	3	0	0	0	0.41903
tttt	0	0	0	4	0	0	0	0.44221
pttt	0	0	1	3	0	0	0	0.47007
ttt	0	0	0	3	0	0	0	0.38627
tttt	0	0	0	4	0	0	0	0.38465
pttt	0	0	1	3	0	0	0	0.47132
ttt	0	0	0	3	0	0	0	0.37453
tttt	0	0	0	4	0	0	0	0.36264
pttt	0	0	1	3	0	0	0	0.45647
ptpt	0	0	2	2	0	0	0	0.45787
ttt	0	0	0	3	0	0	0	0.37165
tttt	0	0	0	4	0	0	0	0.3663
pttt	0	0	1	3	0	0	0	0.49542
tttt	0	0	0	4	0	0	0	0.36375
ttt	0	0	0	3	0	0	0	0.35696
tttt	0	0	0	4	0	0	0	0.4088
ttt	0	0	0	3	0	0	0	0.33471
tttt	0	0	0	4	0	0	0	0.35609
tttt	0	0	0	4	0	0	0	0.29325
pttt	0	0	1	3	0	0	0	0.36122
tpt	0	0	1	2	0	0	0	0.34744
tpt	0	0	1	2	0	0	0	0.3729
tpt	0	0	1	2	0	0	0	0.32696
ppp	0	0	3	0	0	0	0	0.32484
ppp	0	0	3	0	0	0	0	0.38712
ppp	0	0	3	0	0	0	0	0.41384
pppp	0	0	4	0	0	0	0	0.52774
ppp	0	0	3	0	0	0	0	0.45495
epep	2	0	2	0	0	0	0	0.09002
peot	1	1	1	1	0	0	0	0.05745
epep	2	0	2	0	0	0	0	0.08689
peot	1	1	1	1	0	0	0	0.05855
epep	2	0	2	0	0	0	0	0.08198
peot	1	1	1	1	0	0	0	0.04814
epep	2	0	2	0	0	0	0	0.04809
peot	1	1	1	1	0	0	0	0.04752
peot	1	1	1	1	0	0	0	0.03954
peot	1	1	1	1	0	0	0	0.04896
peot	1	1	1	1	0	0	0	0.05072
peot	1	1	1	1	0	0	0	0.06896
peot	1	1	1	1	0	0	0	0.05178
peot	1	1	1	1	0	0	0	0.05486
peot	1	1	1	1	0	0	0	0.04806
peot	1	1	1	1	0	0	0	0.04246
ttte	1	0	0	3	0	0	0	0.03471
ettt	1	0	0	3	0	0	0	0.05831
peot	1	1	1	1	0	0	0	0.04212
ttte	1	0	0	3	0	0	0	0.05182
ettt	1	0	0	3	0	0	0	0.04071
peot	1	1	1	1	0	0	0	0.06345
ttte	1	0	0	3	0	0	0	0.03034
ettt	1	0	0	3	0	0	0	0.04238
peot	1	1	1	1	0	0	0	0.04991
ttte	1	0	0	3	0	0	0	0.04459
peot	1	1	1	1	0	0	0	0.04728
ttte	1	0	0	3	0	0	0	0.03099
ttte	1	0	0	3	0	0	0	0.03261
ttte	1	0	0	3	0	0	0	0.02642
ttte	1	0	0	3	0	0	0	0.02833
ettt	1	0	0	3	0	0	0	0.03474
peot	1	1	1	1	0	0	0	0.05322
ttte	1	0	0	3	0	0	0	0.03245
ettt	1	0	0	3	0	0	0	0.03786
peot	1	1	1	1	0	0	0	0.04548
ttte	1	0	0	3	0	0	0	0.03885
ettt	1	0	0	3	0	0	0	0.04301
peot	1	1	1	1	0	0	0	0.04766
ettt	1	0	0	3	0	0	0	0.03758
peot	1	1	1	1	0	0	0	0.06348
ettt	1	0	0	3	0	0	0	0.04821
peot	1	1	1	1	0	0	0	0.04434
ettt	1	0	0	3	0	0	0	0.0271
peot	1	1	1	1	0	0	0	0.04463
ettt	1	0	0	3	0	0	0	0.03403
peot	1	1	1	1	0	0	0	0.03999
