chain_clean	e	o	p	t	v	w	z	DiscrepancyPercent
ptpt	0	0	2	2	0	0	0	0.34644
pp	0	0	2	0	0	0	0	0.17853
pttpp	0	0	3	2	0	0	0	0.31863
ppt	0	0	2	1	0	0	0	0.27487
p	0	0	1	0	0	0	0	0.10004
ptt	0	0	1	2	0	0	0	0.29223
ppp	0	0	3	0	0	0	0	0.32468
ppttp	0	0	3	2	0	0	0	0.36981
ppt	0	0	2	1	0	0	0	0.21042
tt	0	0	0	2	0	0	0	0.17491
t	0	0	0	1	0	0	0	0.11396
t	0	0	0	1	0	0	0	0.10171
t	0	0	0	1	0	0	0	0.10197
t	0	0	0	1	0	0	0	0.10335
tt	0	0	0	2	0	0	0	0.19769
ptpt	0	0	2	2	0	0	0	0.27345
ptpt	0	0	2	2	0	0	0	0.26774
ppppp	0	0	5	0	0	0	0	0.31203
ptpt	0	0	2	2	0	0	0	0.23497
pttpp	0	0	3	2	0	0	0	0.29667
ppttp	0	0	3	2	0	0	0	0.34019
ppt	0	0	2	1	0	0	0	0.21168
ptpt	0	0	2	2	0	0	0	0.25601
ptpt	0	0	2	2	0	0	0	0.26262
ppppp	0	0	5	0	0	0	0	0.30804
ptpt	0	0	2	2	0	0	0	0.2373
pttpp	0	0	3	2	0	0	0	0.28344
ppttp	0	0	3	2	0	0	0	0.34023
ppt	0	0	2	1	0	0	0	0.21017
ptpt	0	0	2	2	0	0	0	0.28517
ptpt	0	0	2	2	0	0	0	0.29258
ptpt	0	0	2	2	0	0	0	0.27985
pttpp	0	0	3	2	0	0	0	0.31796
ppttp	0	0	3	2	0	0	0	0.36079
ppt	0	0	2	1	0	0	0	0.27504
ptpt	0	0	2	2	0	0	0	0.29024
pttpp	0	0	3	2	0	0	0	0.38661
pttpp	0	0	3	2	0	0	0	0.38128
ppppp	0	0	5	0	0	0	0	0.35869
ptpt	0	0	2	2	0	0	0	0.19359
ptpt	0	0	2	2	0	0	0	0.15413
ptpt	0	0	2	2	0	0	0	0.26873
ptpt	0	0	2	2	0	0	0	0.2817
ptpt	0	0	2	2	0	0	0	0.25165
pttpp	0	0	3	2	0	0	0	0.29293
tpp	0	0	2	1	0	0	0	0.25872
pttpp	0	0	3	2	0	0	0	0.27201
pttpp	0	0	3	2	0	0	0	0.27474
pt	0	0	1	1	0	0	0	0.23794
pt	0	0	1	1	0	0	0	0.20216
pt	0	0	1	1	0	0	0	0.37404
pt	0	0	1	1	0	0	0	0.48733
p	0	0	1	0	0	0	0	0.32542
p	0	0	1	0	0	0	0	0.43138
p	0	0	1	0	0	0	0	0.47543
p	0	0	1	0	0	0	0	0.52117
p	0	0	1	0	0	0	0	0.25026
p	0	0	1	0	0	0	0	0.41264
p	0	0	1	0	0	0	0	0.33352
p	0	0	1	0	0	0	0	0.38714
p	0	0	1	0	0	0	0	0.40142
p	0	0	1	0	0	0	0	0.30156
p	0	0	1	0	0	0	0	0.29824
p	0	0	1	0	0	0	0	0.35082
p	0	0	1	0	0	0	0	0.40766
p	0	0	1	0	0	0	0	0.43363
p	0	0	1	0	0	0	0	0.52773
p	0	0	1	0	0	0	0	0.68
p	0	0	1	0	0	0	0	0.62328
p	0	0	1	0	0	0	0	0.66874
p	0	0	1	0	0	0	0	0.54288
p	0	0	1	0	0	0	0	0.36371
p	0	0	1	0	0	0	0	0.3225
p	0	0	1	0	0	0	0	0.47628
p	0	0	1	0	0	0	0	0.41051
p	0	0	1	0	0	0	0	0.53558
p	0	0	1	0	0	0	0	0.63613
p	0	0	1	0	0	0	0	0.66174
p	0	0	1	0	0	0	0	0.7622
pp	0	0	2	0	0	0	0	0.72668
p	0	0	1	0	0	0	0	0.70503
p	0	0	1	0	0	0	0	0.75099
p	0	0	1	0	0	0	0	0.38221
pt	0	0	1	1	0	0	0	0.05481
ptpt	0	0	2	2	0	0	0	-0.0186
pt	0	0	1	1	0	0	0	0.05924
ptpt	0	0	2	2	0	0	0	0.08862
pt	0	0	1	1	0	0	0	0.07045
ptpt	0	0	2	2	0	0	0	0.10625
pt	0	0	1	1	0	0	0	0.07732
ptpt	0	0	2	2	0	0	0	0.11979
pt	0	0	1	1	0	0	0	0.0836
ptpt	0	0	2	2	0	0	0	0.1509
pt	0	0	1	1	0	0	0	0.09093
pt	0	0	1	1	0	0	0	0.07921
pt	0	0	1	1	0	0	0	0.08776
ptpt	0	0	2	2	0	0	0	0.1226
pt	0	0	1	1	0	0	0	0.07099
tttp	0	0	1	3	0	0	0	0.13684
tppt	0	0	2	2	0	0	0	0.12719
ptpt	0	0	2	2	0	0	0	0.11639
pt	0	0	1	1	0	0	0	0.07956
tttp	0	0	1	3	0	0	0	0.1315
tppt	0	0	2	2	0	0	0	0.13
ptpt	0	0	2	2	0	0	0	0.12515
pt	0	0	1	1	0	0	0	0.09564
p	0	0	1	0	0	0	0	0.09346
p	0	0	1	0	0	0	0	0.04876
tttp	0	0	1	3	0	0	0	0.12819
tppt	0	0	2	2	0	0	0	0.12382
ptpt	0	0	2	2	0	0	0	0.13781
pt	0	0	1	1	0	0	0	0.10236
tttp	0	0	1	3	0	0	0	0.15212
tppt	0	0	2	2	0	0	0	0.15424
ptpt	0	0	2	2	0	0	0	0.14133
pt	0	0	1	1	0	0	0	0.10375
p	0	0	1	0	0	0	0	0.1034
p	0	0	1	0	0	0	0	0.07832
p	0	0	1	0	0	0	0	0.0729
pp	0	0	2	0	0	0	0	0.0934
p	0	0	1	0	0	0	0	0.07846
tttp	0	0	1	3	0	0	0	0.16359
tppt	0	0	2	2	0	0	0	0.16142
t	0	0	0	1	0	0	0	0.07428
t	0	0	0	1	0	0	0	0.08002
t	0	0	0	1	0	0	0	0.09558
t	0	0	0	1	0	0	0	0.08629
ptpt	0	0	2	2	0	0	0	0.1468
pt	0	0	1	1	0	0	0	0.12135
tttp	0	0	1	3	0	0	0	0.17227
tppt	0	0	2	2	0	0	0	0.15981
ptpt	0	0	2	2	0	0	0	0.14278
pt	0	0	1	1	0	0	0	0.11562
tppt	0	0	2	2	0	0	0	0.14292
ptpt	0	0	2	2	0	0	0	0.11754
pt	0	0	1	1	0	0	0	0.13508
tttp	0	0	1	3	0	0	0	0.15588
tppt	0	0	2	2	0	0	0	0.13619
ptpt	0	0	2	2	0	0	0	0.09723
ptpt	0	0	2	2	0	0	0	0.10072
tppt	0	0	2	2	0	0	0	0.10416
tttp	0	0	1	3	0	0	0	0.11089
ptpt	0	0	2	2	0	0	0	0.13513
ptpt	0	0	2	2	0	0	0	0.14775
tppt	0	0	2	2	0	0	0	0.14723
tttp	0	0	1	3	0	0	0	0.14597
ptpt	0	0	2	2	0	0	0	0.14248
ptpt	0	0	2	2	0	0	0	0.15587
tppt	0	0	2	2	0	0	0	0.16536
tttp	0	0	1	3	0	0	0	0.16927
ptpt	0	0	2	2	0	0	0	0.18253
ptpt	0	0	2	2	0	0	0	0.17698
tppt	0	0	2	2	0	0	0	0.19894
tttp	0	0	1	3	0	0	0	0.20105
ptpt	0	0	2	2	0	0	0	0.17064
ptpt	0	0	2	2	0	0	0	0.17441
ptpt	0	0	2	2	0	0	0	0.1703
ptpt	0	0	2	2	0	0	0	0.17631
ptpt	0	0	2	2	0	0	0	0.16663
ptpt	0	0	2	2	0	0	0	0.17117
ptpt	0	0	2	2	0	0	0	0.172
ptpt	0	0	2	2	0	0	0	0.16717
tppt	0	0	2	2	0	0	0	0.14134
tttp	0	0	1	3	0	0	0	0.15714
ttp	0	0	1	2	0	0	0	0.16084
ptpt	0	0	2	2	0	0	0	0.17984
ptpt	0	0	2	2	0	0	0	0.18888
ptpt	0	0	2	2	0	0	0	0.18708
tppt	0	0	2	2	0	0	0	0.16135
tttp	0	0	1	3	0	0	0	0.16528
ttp	0	0	1	2	0	0	0	0.16604
ptpt	0	0	2	2	0	0	0	0.13156
ptpt	0	0	2	2	0	0	0	0.13618
tppt	0	0	2	2	0	0	0	0.14347
tttp	0	0	1	3	0	0	0	0.15698
ttp	0	0	1	2	0	0	0	0.14
ptpt	0	0	2	2	0	0	0	0.16349
ptpt	0	0	2	2	0	0	0	0.19958
ptpt	0	0	2	2	0	0	0	0.20917
ttp	0	0	1	2	0	0	0	0.16167
ptpt	0	0	2	2	0	0	0	0.1533
ppt	0	0	2	1	0	0	0	0.14703
ttp	0	0	1	2	0	0	0	0.16488
tttp	0	0	1	3	0	0	0	0.19075
tpppt	0	0	3	2	0	0	0	0.18067
tpt	0	0	1	2	0	0	0	0.1525
eppo	1	1	2	0	0	0	0	0.06241
epot	1	1	1	1	0	0	0	0.08998
eoop	1	2	1	0	0	0	0	0.0705
oooe	1	3	0	0	0	0	0	0.07315
oppo	0	2	2	0	0	0	0	0.05606
oeee	3	1	0	0	0	0	0	0.34688
pppo	0	1	3	0	0	0	0	0.06009
eppo	1	1	2	0	0	0	0	0.07446
eoop	1	2	1	0	0	0	0	0.07451
oooe	1	3	0	0	0	0	0	0.09494
oppo	0	2	2	0	0	0	0	0.07496
oeee	3	1	0	0	0	0	0	0.30771
pppo	0	1	3	0	0	0	0	0.07966
eoop	1	2	1	0	0	0	0	0.05798
oooe	1	3	0	0	0	0	0	0.08442
oeee	3	1	0	0	0	0	0	0.25085
eoop	1	2	1	0	0	0	0	0.10106
oooe	1	3	0	0	0	0	0	0.05507
oeee	3	1	0	0	0	0	0	0.305
eppo	1	1	2	0	0	0	0	0.10086
eoop	1	2	1	0	0	0	0	0.06665
oooe	1	3	0	0	0	0	0	0.06961
oeee	3	1	0	0	0	0	0	0.37753
eppo	1	1	2	0	0	0	0	0.04589
epot	1	1	1	1	0	0	0	0.09331
eoop	1	2	1	0	0	0	0	0.09098
oooe	1	3	0	0	0	0	0	0.08884
oeee	3	1	0	0	0	0	0	0.36576
epot	1	1	1	1	0	0	0	0.09694
eoop	1	2	1	0	0	0	0	0.03389
oooe	1	3	0	0	0	0	0	0.0787
oeee	3	1	0	0	0	0	0	0.37502
eoop	1	2	1	0	0	0	0	0.11579
oooe	1	3	0	0	0	0	0	0.07189
oeee	3	1	0	0	0	0	0	0.33393
eoop	1	2	1	0	0	0	0	0.0904
eet	2	0	0	1	0	0	0	0.20918
oooe	1	3	0	0	0	0	0	0.06893
oopp	0	2	2	0	0	0	0	0.06119
oeee	3	1	0	0	0	0	0	0.30971
eoop	1	2	1	0	0	0	0	0.09469
oooe	1	3	0	0	0	0	0	0.07406
oopp	0	2	2	0	0	0	0	0.06845
oeee	3	1	0	0	0	0	0	0.28585
eoop	1	2	1	0	0	0	0	0.02115
eet	2	0	0	1	0	0	0	0.31088
oooe	1	3	0	0	0	0	0	0.03812
oopp	0	2	2	0	0	0	0	0.04681
oeee	3	1	0	0	0	0	0	0.29486
eoop	1	2	1	0	0	0	0	0.08258
eet	2	0	0	1	0	0	0	0.07781
oooe	1	3	0	0	0	0	0	0.07923
oopp	0	2	2	0	0	0	0	0.0565
oeee	3	1	0	0	0	0	0	0.39749
eoop	1	2	1	0	0	0	0	0.03684
eoee	3	1	0	0	0	0	0	0.32133
oooe	1	3	0	0	0	0	0	0.02005
oeee	3	1	0	0	0	0	0	0.28053
eppo	1	1	2	0	0	0	0	0.07617
eoop	1	2	1	0	0	0	0	0.06911
eoee	3	1	0	0	0	0	0	0.2972
oooe	1	3	0	0	0	0	0	0.07348
ooee	2	2	0	0	0	0	0	0.22005
ooope	1	3	1	0	0	0	0	0.09041
oeee	3	1	0	0	0	0	0	0.31512
ppope	1	1	3	0	0	0	0	0.08989
eppo	1	1	2	0	0	0	0	0.0764
eoop	1	2	1	0	0	0	0	0.08023
eoee	3	1	0	0	0	0	0	0.25672
oooe	1	3	0	0	0	0	0	0.06866
ooee	2	2	0	0	0	0	0	0.22795
ooope	1	3	1	0	0	0	0	0.0993
oeee	3	1	0	0	0	0	0	0.31681
ppope	1	1	3	0	0	0	0	0.0956
eppo	1	1	2	0	0	0	0	0.41018
eoop	1	2	1	0	0	0	0	0.42197
eoee	3	1	0	0	0	0	0	0.51877
oooe	1	3	0	0	0	0	0	0.44582
ooee	2	2	0	0	0	0	0	0.53585
ooope	1	3	1	0	0	0	0	0.44941
oeee	3	1	0	0	0	0	0	0.54729
ppope	1	1	3	0	0	0	0	0.43614
eppo	1	1	2	0	0	0	0	0.01918
eoop	1	2	1	0	0	0	0	0.09017
eoee	3	1	0	0	0	0	0	0.32583
oooe	1	3	0	0	0	0	0	0.07974
oppo	0	2	2	0	0	0	0	0.04049
oeee	3	1	0	0	0	0	0	0.31906
ppee	2	0	2	0	0	0	0	0.23585
eoop	1	2	1	0	0	0	0	0.06435
eoee	3	1	0	0	0	0	0	0.31597
oooe	1	3	0	0	0	0	0	0.05011
oppo	0	2	2	0	0	0	0	0.04951
oeee	3	1	0	0	0	0	0	0.27393
ppee	2	0	2	0	0	0	0	0.2355
eoop	1	2	1	0	0	0	0	0.06442
eoee	3	1	0	0	0	0	0	0.28789
oooe	1	3	0	0	0	0	0	0.07083
oeee	3	1	0	0	0	0	0	0.32549
ppope	1	1	3	0	0	0	0	0.0674
ppee	2	0	2	0	0	0	0	0.22231
eppo	1	1	2	0	0	0	0	0.08707
eoop	1	2	1	0	0	0	0	0.0694
eoee	3	1	0	0	0	0	0	0.29047
oooe	1	3	0	0	0	0	0	0.08193
oeee	3	1	0	0	0	0	0	0.32503
ppope	1	1	3	0	0	0	0	0.09538
eppo	1	1	2	0	0	0	0	0.06831
eoop	1	2	1	0	0	0	0	0.08471
eoee	3	1	0	0	0	0	0	0.22159
oooe	1	3	0	0	0	0	0	0.0657
ooee	2	2	0	0	0	0	0	0.21572
ooope	1	3	1	0	0	0	0	0.0867
oeee	3	1	0	0	0	0	0	0.29046
ppope	1	1	3	0	0	0	0	0.08691
eppo	1	1	2	0	0	0	0	0.10481
oooe	1	3	0	0	0	0	0	0.07603
oeee	3	1	0	0	0	0	0	0.30281
eee	3	0	0	0	0	0	0	0.3046
eoope	2	2	1	0	0	0	0	0.2394
eppo	1	1	2	0	0	0	0	0.08756
oooe	1	3	0	0	0	0	0	0.09107
oeee	3	1	0	0	0	0	0	0.31186
ppope	1	1	3	0	0	0	0	0.10375
eppo	1	1	2	0	0	0	0	0.08557
oooe	1	3	0	0	0	0	0	0.05907
oeee	3	1	0	0	0	0	0	0.27923
ppope	1	1	3	0	0	0	0	0.0969
eppo	1	1	2	0	0	0	0	0.06364
oooe	1	3	0	0	0	0	0	0.05334
oeee	3	1	0	0	0	0	0	0.29864
ppope	1	1	3	0	0	0	0	0.07795
eppo	1	1	2	0	0	0	0	0.0489
oooe	1	3	0	0	0	0	0	0.06552
oeee	3	1	0	0	0	0	0	0.31386
ppope	1	1	3	0	0	0	0	0.08261
eee	3	0	0	0	0	0	0	0.33075
eoope	2	2	1	0	0	0	0	0.24106
eppo	1	1	2	0	0	0	0	0.09162
oooe	1	3	0	0	0	0	0	0.09506
oeee	3	1	0	0	0	0	0	0.31011
ppope	1	1	3	0	0	0	0	0.11565
eoope	2	2	1	0	0	0	0	0.24459
eppo	1	1	2	0	0	0	0	0.09897
etp	1	0	1	1	0	0	0	0.11839
oooe	1	3	0	0	0	0	0	0.05886
oeee	3	1	0	0	0	0	0	0.26083
ppope	1	1	3	0	0	0	0	0.10303
peepe	3	0	2	0	0	0	0	0.35075
eoope	2	2	1	0	0	0	0	0.21644
eppo	1	1	2	0	0	0	0	0.09976
etp	1	0	1	1	0	0	0	0.09127
oooe	1	3	0	0	0	0	0	0.06691
oeee	3	1	0	0	0	0	0	0.28445
ppope	1	1	3	0	0	0	0	0.09748
eoope	2	2	1	0	0	0	0	0.22272
eppo	1	1	2	0	0	0	0	0.0866
etp	1	0	1	1	0	0	0	0.0828
oooe	1	3	0	0	0	0	0	0.07443
oeee	3	1	0	0	0	0	0	0.2889
ppope	1	1	3	0	0	0	0	0.099
p	0	0	1	0	0	0	0	0.2501
pppp	0	0	4	0	0	0	0	0.48432
ppppp	0	0	5	0	0	0	0	0.50771
pppp	0	0	4	0	0	0	0	0.47616
pp	0	0	2	0	0	0	0	0.29415
ppppp	0	0	5	0	0	0	0	0.52143
pppp	0	0	4	0	0	0	0	0.47362
ppppp	0	0	5	0	0	0	0	0.53777
pppp	0	0	4	0	0	0	0	0.46823
p	0	0	1	0	0	0	0	0.2835
p	0	0	1	0	0	0	0	0.24433
p	0	0	1	0	0	0	0	0.26289
pp	0	0	2	0	0	0	0	0.38138
pp	0	0	2	0	0	0	0	0.37693
pppp	0	0	4	0	0	0	0	0.53199
ppppp	0	0	5	0	0	0	0	0.5849
pppp	0	0	4	0	0	0	0	0.50051
pp	0	0	2	0	0	0	0	0.33357
ppppp	0	0	5	0	0	0	0	0.58902
pppp	0	0	4	0	0	0	0	0.49986
ppppp	0	0	5	0	0	0	0	0.59035
pppp	0	0	4	0	0	0	0	0.45767
pppp	0	0	4	0	0	0	0	0.57418
pppp	0	0	4	0	0	0	0	0.59049
pp	0	0	2	0	0	0	0	0.33955
pppp	0	0	4	0	0	0	0	0.55988
pppp	0	0	4	0	0	0	0	0.5913
pppp	0	0	4	0	0	0	0	0.58322
ppppp	0	0	5	0	0	0	0	0.58634
pppp	0	0	4	0	0	0	0	0.57443
pp	0	0	2	0	0	0	0	0.37642
ppppp	0	0	5	0	0	0	0	0.59481
pppp	0	0	4	0	0	0	0	0.55017
pppp	0	0	4	0	0	0	0	0.54278
pppp	0	0	4	0	0	0	0	0.61366
ppppp	0	0	5	0	0	0	0	0.5255
pppp	0	0	4	0	0	0	0	0.58257
pp	0	0	2	0	0	0	0	0.3958
ppppp	0	0	5	0	0	0	0	0.54429
pppp	0	0	4	0	0	0	0	0.48794
ppppp	0	0	5	0	0	0	0	0.57161
pppp	0	0	4	0	0	0	0	0.57883
pppp	0	0	4	0	0	0	0	0.4549
ppppp	0	0	5	0	0	0	0	0.641
pppp	0	0	4	0	0	0	0	0.4674
pp	0	0	2	0	0	0	0	0.29346
ppppp	0	0	5	0	0	0	0	0.64362
pppp	0	0	4	0	0	0	0	0.58394
ppppp	0	0	5	0	0	0	0	0.66095
pppp	0	0	4	0	0	0	0	0.44338
pp	0	0	2	0	0	0	0	0.38712
ppppp	0	0	5	0	0	0	0	0.53811
p	0	0	1	0	0	0	0	0.21045
pppp	0	0	4	0	0	0	0	0.47118
pppp	0	0	4	0	0	0	0	0.45892
ppp	0	0	3	0	0	0	0	0.42074
ppp	0	0	3	0	0	0	0	0.41532
pp	0	0	2	0	0	0	0	0.30386
ppppp	0	0	5	0	0	0	0	0.51575
pppp	0	0	4	0	0	0	0	0.45965
p	0	0	1	0	0	0	0	0.2215
p	0	0	1	0	0	0	0	0.21285
p	0	0	1	0	0	0	0	0.22028
pp	0	0	2	0	0	0	0	0.36148
pp	0	0	2	0	0	0	0	0.35842
p	0	0	1	0	0	0	0	0.14529
pppp	0	0	4	0	0	0	0	0.38302
pppp	0	0	4	0	0	0	0	0.38766
ppp	0	0	3	0	0	0	0	0.32961
ppp	0	0	3	0	0	0	0	0.33415
pp	0	0	2	0	0	0	0	0.24082
ppppp	0	0	5	0	0	0	0	0.43334
pppp	0	0	4	0	0	0	0	0.38449
p	0	0	1	0	0	0	0	0.17098
p	0	0	1	0	0	0	0	0.13355
p	0	0	1	0	0	0	0	0.16194
pp	0	0	2	0	0	0	0	0.26187
pp	0	0	2	0	0	0	0	0.259
pppp	0	0	4	0	0	0	0	0.5992
pppp	0	0	4	0	0	0	0	0.6075
ppp	0	0	3	0	0	0	0	0.52858
ppp	0	0	3	0	0	0	0	0.52192
pp	0	0	2	0	0	0	0	0.38663
ppppp	0	0	5	0	0	0	0	0.66082
pppp	0	0	4	0	0	0	0	0.59506
pppp	0	0	4	0	0	0	0	0.66056
ppp	0	0	3	0	0	0	0	0.603
ppp	0	0	3	0	0	0	0	0.62053
pp	0	0	2	0	0	0	0	0.42823
ppppp	0	0	5	0	0	0	0	0.69713
pppp	0	0	4	0	0	0	0	0.64772
pppp	0	0	4	0	0	0	0	0.64986
pppp	0	0	4	0	0	0	0	0.65624
pp	0	0	2	0	0	0	0	0.43514
pppp	0	0	4	0	0	0	0	0.63088
p	0	0	1	0	0	0	0	0.23532
pppp	0	0	4	0	0	0	0	0.66337
pppp	0	0	4	0	0	0	0	0.58165
ppp	0	0	3	0	0	0	0	0.54963
ppp	0	0	3	0	0	0	0	0.48643
pp	0	0	2	0	0	0	0	0.36562
ppppp	0	0	5	0	0	0	0	0.61807
pppp	0	0	4	0	0	0	0	0.63845
p	0	0	1	0	0	0	0	0.29315
p	0	0	1	0	0	0	0	0.23335
pp	0	0	2	0	0	0	0	0.44297
pp	0	0	2	0	0	0	0	0.44782
p	0	0	1	0	0	0	0	0.224
pppp	0	0	4	0	0	0	0	0.6178
pppp	0	0	4	0	0	0	0	0.61539
ppp	0	0	3	0	0	0	0	0.52962
ppp	0	0	3	0	0	0	0	0.55425
pp	0	0	2	0	0	0	0	0.41164
ppppp	0	0	5	0	0	0	0	0.67594
pppp	0	0	4	0	0	0	0	0.58926
pp	0	0	2	0	0	0	0	0.42484
pppp	0	0	4	0	0	0	0	0.66229
pppp	0	0	4	0	0	0	0	0.64752
ppp	0	0	3	0	0	0	0	0.6359
ppp	0	0	3	0	0	0	0	0.6179
pp	0	0	2	0	0	0	0	0.43985
ppppp	0	0	5	0	0	0	0	0.69343
pppp	0	0	4	0	0	0	0	0.67727
ppppp	0	0	5	0	0	0	0	0.7808
pppp	0	0	4	0	0	0	0	0.58316
pppp	0	0	4	0	0	0	0	0.59304
ppppp	0	0	5	0	0	0	0	0.64332
pppp	0	0	4	0	0	0	0	0.58771
ppppp	0	0	5	0	0	0	0	0.64695
ppppp	0	0	5	0	0	0	0	0.63466
pppp	0	0	4	0	0	0	0	0.63498
ppppp	0	0	5	0	0	0	0	0.69692
pppp	0	0	4	0	0	0	0	0.63023
ppppp	0	0	5	0	0	0	0	0.70562
ppppp	0	0	5	0	0	0	0	0.68712
pppp	0	0	4	0	0	0	0	0.63616
ppppp	0	0	5	0	0	0	0	0.69383
pppp	0	0	4	0	0	0	0	0.63846
ppppp	0	0	5	0	0	0	0	0.70179
ppppp	0	0	5	0	0	0	0	0.6869
pppp	0	0	4	0	0	0	0	0.52368
pppp	0	0	4	0	0	0	0	0.61313
ppppp	0	0	5	0	0	0	0	0.60113
ppppp	0	0	5	0	0	0	0	0.67712
pppp	0	0	4	0	0	0	0	0.49042
pppp	0	0	4	0	0	0	0	0.57451
ppppp	0	0	5	0	0	0	0	0.55959
ppppp	0	0	5	0	0	0	0	0.58911
pppp	0	0	4	0	0	0	0	0.40729
ppppp	0	0	5	0	0	0	0	0.5651
pppp	0	0	4	0	0	0	0	0.62282
pppp	0	0	4	0	0	0	0	0.63049
ppppp	0	0	5	0	0	0	0	0.68181
pppp	0	0	4	0	0	0	0	0.63727
ppppp	0	0	5	0	0	0	0	0.71848
ppppp	0	0	5	0	0	0	0	0.67176
pppp	0	0	4	0	0	0	0	0.6607
pppp	0	0	4	0	0	0	0	0.66474
ppppp	0	0	5	0	0	0	0	0.71283
pppp	0	0	4	0	0	0	0	0.68157
ppppp	0	0	5	0	0	0	0	0.72862
ppppp	0	0	5	0	0	0	0	0.70305
pppp	0	0	4	0	0	0	0	0.67225
pppp	0	0	4	0	0	0	0	0.67876
ppppp	0	0	5	0	0	0	0	0.72832
pppp	0	0	4	0	0	0	0	0.68935
ppppp	0	0	5	0	0	0	0	0.76199
ppppp	0	0	5	0	0	0	0	0.72017
pppp	0	0	4	0	0	0	0	0.69493
pppp	0	0	4	0	0	0	0	0.70238
ppppp	0	0	5	0	0	0	0	0.7556
pppp	0	0	4	0	0	0	0	0.68859
ppppp	0	0	5	0	0	0	0	0.73866
pppp	0	0	4	0	0	0	0	0.63362
pppp	0	0	4	0	0	0	0	0.64037
ppppp	0	0	5	0	0	0	0	0.68658
pppp	0	0	4	0	0	0	0	0.66156
ppppp	0	0	5	0	0	0	0	0.677
pppp	0	0	4	0	0	0	0	0.57131
pppp	0	0	4	0	0	0	0	0.57118
ppppp	0	0	5	0	0	0	0	0.63594
pppp	0	0	4	0	0	0	0	0.58443
ppppp	0	0	5	0	0	0	0	0.61614
pppp	0	0	4	0	0	0	0	0.59826
pppp	0	0	4	0	0	0	0	0.6172
ppppp	0	0	5	0	0	0	0	0.64462
pppp	0	0	4	0	0	0	0	0.58392
ppppp	0	0	5	0	0	0	0	0.62829
pppp	0	0	4	0	0	0	0	0.57624
pppp	0	0	4	0	0	0	0	0.57632
ppppp	0	0	5	0	0	0	0	0.63803
pppp	0	0	4	0	0	0	0	0.59457
ppppp	0	0	5	0	0	0	0	0.62616
opet	1	1	1	1	0	0	0	0.75604
opet	1	1	1	1	0	0	0	0.71286
opet	1	1	1	1	0	0	0	0.67663
opet	1	1	1	1	0	0	0	0.69521
opet	1	1	1	1	0	0	0	0.74407
opet	1	1	1	1	0	0	0	0.73977
opet	1	1	1	1	0	0	0	0.74473
opet	1	1	1	1	0	0	0	0.71597
opet	1	1	1	1	0	0	0	0.71664
eepe	3	0	1	0	0	0	0	0.77816
eoe	2	1	0	0	0	0	0	0.72502
oeee	3	1	0	0	0	0	0	0.76757
opet	1	1	1	1	0	0	0	0.67139
eepe	3	0	1	0	0	0	0	0.68948
eoe	2	1	0	0	0	0	0	0.65679
oeee	3	1	0	0	0	0	0	0.66341
opet	1	1	1	1	0	0	0	0.64245
eepe	3	0	1	0	0	0	0	0.7412
eoe	2	1	0	0	0	0	0	0.70427
oeee	3	1	0	0	0	0	0	0.72926
opet	1	1	1	1	0	0	0	0.68897
eepe	3	0	1	0	0	0	0	0.74001
eoe	2	1	0	0	0	0	0	0.68301
oeee	3	1	0	0	0	0	0	0.72982
opet	1	1	1	1	0	0	0	0.67023
eepe	3	0	1	0	0	0	0	0.50818
eoe	2	1	0	0	0	0	0	0.58028
opet	1	1	1	1	0	0	0	0.63467
opet	1	1	1	1	0	0	0	0.45486
opet	1	1	1	1	0	0	0	0.4072
oeee	3	1	0	0	0	0	0	0.50584
opet	1	1	1	1	0	0	0	0.46219
eepe	3	0	1	0	0	0	0	0.59773
oeee	3	1	0	0	0	0	0	0.55649
opet	1	1	1	1	0	0	0	0.32972
eepe	3	0	1	0	0	0	0	0.58963
oeee	3	1	0	0	0	0	0	0.56973
opet	1	1	1	1	0	0	0	0.53827
eepe	3	0	1	0	0	0	0	0.50027
oeee	3	1	0	0	0	0	0	0.36314
eepe	3	0	1	0	0	0	0	0.63836
oeee	3	1	0	0	0	0	0	0.60675
opet	1	1	1	1	0	0	0	0.43323
eepe	3	0	1	0	0	0	0	0.48157
eoe	2	1	0	0	0	0	0	0.40618
oeee	3	1	0	0	0	0	0	0.4642
opet	1	1	1	1	0	0	0	0.41553
pee	2	0	1	0	0	0	0	0.47942
eepe	3	0	1	0	0	0	0	0.59203
oeee	3	1	0	0	0	0	0	0.58065
opet	1	1	1	1	0	0	0	0.47314
pee	2	0	1	0	0	0	0	0.53263
eepe	3	0	1	0	0	0	0	0.54305
oeee	3	1	0	0	0	0	0	0.51631
pee	2	0	1	0	0	0	0	0.45631
eepe	3	0	1	0	0	0	0	0.55897
oeee	3	1	0	0	0	0	0	0.52955
opet	1	1	1	1	0	0	0	0.43567
pee	2	0	1	0	0	0	0	0.47789
eepe	3	0	1	0	0	0	0	0.52487
eoe	2	1	0	0	0	0	0	0.4404
oeee	3	1	0	0	0	0	0	0.52426
opet	1	1	1	1	0	0	0	0.40537
pee	2	0	1	0	0	0	0	0.41175
eeeee	5	0	0	0	0	0	0	0.48658
eope	2	1	1	0	0	0	0	0.32436
ope	1	1	1	0	0	0	0	0.08993
eeeee	5	0	0	0	0	0	0	0.48998
eope	2	1	1	0	0	0	0	0.35811
ope	1	1	1	0	0	0	0	0.12905
eeeee	5	0	0	0	0	0	0	0.33142
