code	Placement Id	Actual Data Date	Chain	Impressions	Served	Measured Quantity	Actual	Predicted	Discrepancy
2fc48e7d93bfab5a1c102f6c3723427242196o5=1.55:o17=0.15:t19=0.10:t18=0.10:t20=0.05	2fc48e7d93bfab5a1c102f6c37234272	11/07/15	o5=1.55:o17=0.15:t19=0.10:t18=0.10:t20=0.05	2549	717	Fill	0.281	0.223	0.33
2fc48e7d93bfab5a1c102f6c3723427242195o7=0.6:o9=0.3:o6=0.01:t14=0.01:t17=0.01	2fc48e7d93bfab5a1c102f6c37234272	10/07/15	o7=0.6:o9=0.3:o6=0.01:t14=0.01:t17=0.01	545	194	Fill	0.356	0.301	0.31
2fc48e7d93bfab5a1c102f6c3723427242194t16=0.25:o12=0.25:t11=0.25:t8=0.25:o28=0.05	2fc48e7d93bfab5a1c102f6c37234272	09/07/15	t16=0.25:o12=0.25:t11=0.25:t8=0.25:o28=0.05	1579	304	Fill	0.193	0.189	0.39
2fc48e7d93bfab5a1c102f6c3723427242195t16=0.25:o12=0.25:t11=0.25:t8=0.25:o28=0.05	2fc48e7d93bfab5a1c102f6c37234272	10/07/15	t16=0.25:o12=0.25:t11=0.25:t8=0.25:o28=0.05	1505	346	Fill	0.230	0.186	0.39
2fc48e7d93bfab5a1c102f6c3723427242196t16=0.25:o12=0.25:t11=0.25:t8=0.25:o28=0.05	2fc48e7d93bfab5a1c102f6c37234272	11/07/15	t16=0.25:o12=0.25:t11=0.25:t8=0.25:o28=0.05	1334	304	Fill	0.228	0.184	0.40
2fc48e7d93bfab5a1c102f6c3723427242194t21=0.25:o18=0.2:o14=0.01:t9=0.01	2fc48e7d93bfab5a1c102f6c37234272	09/07/15	t21=0.25:o18=0.2:o14=0.01:t9=0.01	12743	4554	Fill	0.357	0.305	0.29
2fc48e7d93bfab5a1c102f6c3723427242195t21=0.25:o18=0.2:o14=0.01:t9=0.01	2fc48e7d93bfab5a1c102f6c37234272	10/07/15	t21=0.25:o18=0.2:o14=0.01:t9=0.01	20295	7476	Fill	0.368	0.296	0.29
2fc48e7d93bfab5a1c102f6c3723427242196t21=0.25:o18=0.2:o14=0.01:t9=0.01	2fc48e7d93bfab5a1c102f6c37234272	11/07/15	t21=0.25:o18=0.2:o14=0.01:t9=0.01	10128	3875	Fill	0.383	0.292	0.29
31a6bb92c5e7cafbf489c1a1cd29505f42194o1=0.06:p1=0.06:t1=0.05	31a6bb92c5e7cafbf489c1a1cd29505f	09/07/15	o1=0.06:p1=0.06:t1=0.05	202692	151715	Fill	0.749	0.782	0.08
31a6bb92c5e7cafbf489c1a1cd29505f42195o1=0.06:p1=0.06:t1=0.05	31a6bb92c5e7cafbf489c1a1cd29505f	10/07/15	o1=0.06:p1=0.06:t1=0.05	190583	137424	Fill	0.721	0.773	0.08
31a6bb92c5e7cafbf489c1a1cd29505f42196o1=0.06:p1=0.06:t1=0.05	31a6bb92c5e7cafbf489c1a1cd29505f	11/07/15	o1=0.06:p1=0.06:t1=0.05	62601	46765	Fill	0.747	0.768	0.08
31a6bb92c5e7cafbf489c1a1cd29505f42195o9=0.5:p10=0.25:o10=0.1:p11=0.1	31a6bb92c5e7cafbf489c1a1cd29505f	10/07/15	o9=0.5:p10=0.25:o10=0.1:p11=0.1	21947	13635	Fill	0.621	0.550	0.23
31a6bb92c5e7cafbf489c1a1cd29505f42196o9=0.5:p10=0.25:o10=0.1:p11=0.1	31a6bb92c5e7cafbf489c1a1cd29505f	11/07/15	o9=0.5:p10=0.25:o10=0.1:p11=0.1	7853	4876	Fill	0.621	0.545	0.23
31a6bb92c5e7cafbf489c1a1cd29505f42195p4=0.45:p8=0.45	31a6bb92c5e7cafbf489c1a1cd29505f	10/07/15	p4=0.45:p8=0.45	1369	313	Fill	0.229	0.300	0.07
31a6bb92c5e7cafbf489c1a1cd29505f42196p4=0.45:p8=0.45	31a6bb92c5e7cafbf489c1a1cd29505f	11/07/15	p4=0.45:p8=0.45	603	89	Fill	0.148	0.286	0.07
31a6bb92c5e7cafbf489c1a1cd29505f42195p7=0.45:p6=0.25	31a6bb92c5e7cafbf489c1a1cd29505f	10/07/15	p7=0.45:p6=0.25	1523	506	Fill	0.332	0.389	0.07
31a6bb92c5e7cafbf489c1a1cd29505f42195t4=0.45:t6=0.25	31a6bb92c5e7cafbf489c1a1cd29505f	10/07/15	t4=0.45:t6=0.25	1493	670	Fill	0.449	0.336	0.07
31a6bb92c5e7cafbf489c1a1cd29505f42196t7=0.45:t8=0.45	31a6bb92c5e7cafbf489c1a1cd29505f	11/07/15	t7=0.45:t8=0.45	568	216	Fill	0.380	0.315	0.07
3e66954d68faa916a5e214a2e2a18a8c42195e10=1:e5=0.8	3e66954d68faa916a5e214a2e2a18a8c	10/07/15	e10=1:e5=0.8	523	30	Fill	0.057	0.068	0.09
3e66954d68faa916a5e214a2e2a18a8c42196e10=1:e5=0.8	3e66954d68faa916a5e214a2e2a18a8c	11/07/15	e10=1:e5=0.8	655	20	Fill	0.031	0.067	0.10
3e66954d68faa916a5e214a2e2a18a8c42194e18=0.55:e11=0.5:e8=0.5:t22=0.5	3e66954d68faa916a5e214a2e2a18a8c	09/07/15	e18=0.55:e11=0.5:e8=0.5:t22=0.5	4285	568	Fill	0.133	0.177	0.28
3e66954d68faa916a5e214a2e2a18a8c42195e18=0.55:e11=0.5:e8=0.5:t22=0.5	3e66954d68faa916a5e214a2e2a18a8c	10/07/15	e18=0.55:e11=0.5:e8=0.5:t22=0.5	6156	816	Fill	0.133	0.175	0.28
3e66954d68faa916a5e214a2e2a18a8c42196e18=0.55:e11=0.5:e8=0.5:t22=0.5	3e66954d68faa916a5e214a2e2a18a8c	11/07/15	e18=0.55:e11=0.5:e8=0.5:t22=0.5	6414	747	Fill	0.116	0.172	0.28
3e66954d68faa916a5e214a2e2a18a8c42194e21=0.85:t23=0.75:o11=0.75:t21=0.65:e14=0.65	3e66954d68faa916a5e214a2e2a18a8c	09/07/15	e21=0.85:t23=0.75:o11=0.75:t21=0.65:e14=0.65	60090	5938	Fill	0.099	0.144	0.43
3e66954d68faa916a5e214a2e2a18a8c42195e21=0.85:t23=0.75:o11=0.75:t21=0.65:e14=0.65	3e66954d68faa916a5e214a2e2a18a8c	10/07/15	e21=0.85:t23=0.75:o11=0.75:t21=0.65:e14=0.65	130258	14641	Fill	0.112	0.141	0.43
3e66954d68faa916a5e214a2e2a18a8c42196e21=0.85:t23=0.75:o11=0.75:t21=0.65:e14=0.65	3e66954d68faa916a5e214a2e2a18a8c	11/07/15	e21=0.85:t23=0.75:o11=0.75:t21=0.65:e14=0.65	126742	11508	Fill	0.091	0.138	0.43
3e66954d68faa916a5e214a2e2a18a8c42195e9=1:e13=1	3e66954d68faa916a5e214a2e2a18a8c	10/07/15	e9=1:e13=1	619	26	Fill	0.042	0.060	0.09
3e66954d68faa916a5e214a2e2a18a8c42196e9=1:e13=1	3e66954d68faa916a5e214a2e2a18a8c	11/07/15	e9=1:e13=1	678	31	Fill	0.046	0.059	0.10
3e66954d68faa916a5e214a2e2a18a8c42195o15=1.25:o12=0.75:t6=0.75:p10=0.7:e2=0.65	3e66954d68faa916a5e214a2e2a18a8c	10/07/15	o15=1.25:o12=0.75:t6=0.75:p10=0.7:e2=0.65	1936	157	Fill	0.081	0.104	0.42
3e66954d68faa916a5e214a2e2a18a8c42196o15=1.25:o12=0.75:t6=0.75:p10=0.7:e2=0.65	3e66954d68faa916a5e214a2e2a18a8c	11/07/15	o15=1.25:o12=0.75:t6=0.75:p10=0.7:e2=0.65	1473	116	Fill	0.079	0.104	0.42
3e66954d68faa916a5e214a2e2a18a8c42195o4=1:o3=0.8	3e66954d68faa916a5e214a2e2a18a8c	10/07/15	o4=1:o3=0.8	787	24	Fill	0.030	0.040	0.10
3e66954d68faa916a5e214a2e2a18a8c42196o4=1:o3=0.8	3e66954d68faa916a5e214a2e2a18a8c	11/07/15	o4=1:o3=0.8	523	11	Fill	0.021	0.039	0.10
3e66954d68faa916a5e214a2e2a18a8c42195o8=1:o9=1	3e66954d68faa916a5e214a2e2a18a8c	10/07/15	o8=1:o9=1	811	18	Fill	0.022	0.035	0.10
3e66954d68faa916a5e214a2e2a18a8c42196o8=1:o9=1	3e66954d68faa916a5e214a2e2a18a8c	11/07/15	o8=1:o9=1	509	6	Fill	0.012	0.034	0.10
3e66954d68faa916a5e214a2e2a18a8c42195p3=1:p2=0.8	3e66954d68faa916a5e214a2e2a18a8c	10/07/15	p3=1:p2=0.8	732	20	Fill	0.027	0.048	0.10
3e66954d68faa916a5e214a2e2a18a8c42195p9=1:p12=1	3e66954d68faa916a5e214a2e2a18a8c	10/07/15	p9=1:p12=1	831	25	Fill	0.030	0.042	0.10
3e66954d68faa916a5e214a2e2a18a8c42196p9=1:p12=1	3e66954d68faa916a5e214a2e2a18a8c	11/07/15	p9=1:p12=1	518	10	Fill	0.019	0.041	0.10
3e66954d68faa916a5e214a2e2a18a8c42195t10=1:t11=1	3e66954d68faa916a5e214a2e2a18a8c	10/07/15	t10=1:t11=1	771	5	Fill	0.006	0.042	0.10
3e66954d68faa916a5e214a2e2a18a8c42195t8=1:t3=0.8	3e66954d68faa916a5e214a2e2a18a8c	10/07/15	t8=1:t3=0.8	762	11	Fill	0.014	0.043	0.10
3e66954d68faa916a5e214a2e2a18a8c42196t8=1:t3=0.8	3e66954d68faa916a5e214a2e2a18a8c	11/07/15	t8=1:t3=0.8	503	7	Fill	0.014	0.043	0.10
3f994203ce1fa2b5ad835a37a722460c42194p36=1.85:p50=1.40:p51=1.05:p43=0.75:p17=0.35	3f994203ce1fa2b5ad835a37a722460c	09/07/15	p36=1.85:p50=1.40:p51=1.05:p43=0.75:p17=0.35	3976	466	Fill	0.117	0.098	0.33
4bc1bf6c59d2149b174142e0d0a3a8a942194o12=0.05:o23=0.05:p1=0.05:o16=0.05:o13=0.05	4bc1bf6c59d2149b174142e0d0a3a8a9	09/07/15	o12=0.05:o23=0.05:p1=0.05:o16=0.05:o13=0.05	160279	70672	Fill	0.441	0.452	0.25
4bc1bf6c59d2149b174142e0d0a3a8a942195o12=0.05:o23=0.05:p1=0.05:o16=0.05:o13=0.05	4bc1bf6c59d2149b174142e0d0a3a8a9	10/07/15	o12=0.05:o23=0.05:p1=0.05:o16=0.05:o13=0.05	130081	56494	Fill	0.434	0.446	0.25
4bc1bf6c59d2149b174142e0d0a3a8a942196o12=0.05:o23=0.05:p1=0.05:o16=0.05:o13=0.05	4bc1bf6c59d2149b174142e0d0a3a8a9	11/07/15	o12=0.05:o23=0.05:p1=0.05:o16=0.05:o13=0.05	105206	45740	Fill	0.435	0.442	0.25
4bc1bf6c59d2149b174142e0d0a3a8a942194o18=0.15:o15=0.15:p21=0.05	4bc1bf6c59d2149b174142e0d0a3a8a9	09/07/15	o18=0.15:o15=0.15:p21=0.05	77549	26246	Fill	0.338	0.347	0.18
4bc1bf6c59d2149b174142e0d0a3a8a942195o18=0.15:o15=0.15:p21=0.05	4bc1bf6c59d2149b174142e0d0a3a8a9	10/07/15	o18=0.15:o15=0.15:p21=0.05	39806	9422	Fill	0.237	0.337	0.18
4bc1bf6c59d2149b174142e0d0a3a8a942196o18=0.15:o15=0.15:p21=0.05	4bc1bf6c59d2149b174142e0d0a3a8a9	11/07/15	o18=0.15:o15=0.15:p21=0.05	3203	977	Fill	0.305	0.336	0.18
4bc1bf6c59d2149b174142e0d0a3a8a942194o27=0.05:o3=0.05:p18=0.05:p22=0.05:p4=0.05	4bc1bf6c59d2149b174142e0d0a3a8a9	09/07/15	o27=0.05:o3=0.05:p18=0.05:p22=0.05:p4=0.05	100002	44022	Fill	0.440	0.446	0.23
4bc1bf6c59d2149b174142e0d0a3a8a942195o27=0.05:o3=0.05:p18=0.05:p22=0.05:p4=0.05	4bc1bf6c59d2149b174142e0d0a3a8a9	10/07/15	o27=0.05:o3=0.05:p18=0.05:p22=0.05:p4=0.05	116400	49817	Fill	0.428	0.439	0.23
4bc1bf6c59d2149b174142e0d0a3a8a942196o27=0.05:o3=0.05:p18=0.05:p22=0.05:p4=0.05	4bc1bf6c59d2149b174142e0d0a3a8a9	11/07/15	o27=0.05:o3=0.05:p18=0.05:p22=0.05:p4=0.05	133641	56233	Fill	0.421	0.436	0.23
4bc1bf6c59d2149b174142e0d0a3a8a942194o29=0.01:o25=0.01:p15=0.01:o26=0.01:o20=0.01	4bc1bf6c59d2149b174142e0d0a3a8a9	09/07/15	o29=0.01:o25=0.01:p15=0.01:o26=0.01:o20=0.01	31059	20153	Fill	0.649	0.598	0.19
4bc1bf6c59d2149b174142e0d0a3a8a942195o29=0.01:o25=0.01:p15=0.01:o26=0.01:o20=0.01	4bc1bf6c59d2149b174142e0d0a3a8a9	10/07/15	o29=0.01:o25=0.01:p15=0.01:o26=0.01:o20=0.01	29381	19003	Fill	0.647	0.593	0.19
4bc1bf6c59d2149b174142e0d0a3a8a942196o29=0.01:o25=0.01:p15=0.01:o26=0.01:o20=0.01	4bc1bf6c59d2149b174142e0d0a3a8a9	11/07/15	o29=0.01:o25=0.01:p15=0.01:o26=0.01:o20=0.01	24888	15961	Fill	0.641	0.594	0.20
4bc1bf6c59d2149b174142e0d0a3a8a942194o6=0.45:o8=0.25	4bc1bf6c59d2149b174142e0d0a3a8a9	09/07/15	o6=0.45:o8=0.25	1840	188	Fill	0.102	0.157	0.09
4bc1bf6c59d2149b174142e0d0a3a8a942195o6=0.45:o8=0.25	4bc1bf6c59d2149b174142e0d0a3a8a9	10/07/15	o6=0.45:o8=0.25	1779	296	Fill	0.166	0.156	0.09
4bc1bf6c59d2149b174142e0d0a3a8a942196o6=0.45:o8=0.25	4bc1bf6c59d2149b174142e0d0a3a8a9	11/07/15	o6=0.45:o8=0.25	1590	275	Fill	0.173	0.152	0.09
4bc1bf6c59d2149b174142e0d0a3a8a942194o9=0.45:o10=0.45	4bc1bf6c59d2149b174142e0d0a3a8a9	09/07/15	o9=0.45:o10=0.45	1959	119	Fill	0.061	0.087	0.09
4bc1bf6c59d2149b174142e0d0a3a8a942195o9=0.45:o10=0.45	4bc1bf6c59d2149b174142e0d0a3a8a9	10/07/15	o9=0.45:o10=0.45	2002	117	Fill	0.058	0.083	0.09
4bc1bf6c59d2149b174142e0d0a3a8a942196o9=0.45:o10=0.45	4bc1bf6c59d2149b174142e0d0a3a8a9	11/07/15	o9=0.45:o10=0.45	1631	118	Fill	0.072	0.080	0.09
4bc1bf6c59d2149b174142e0d0a3a8a942194p11=0.45:p10=0.45	4bc1bf6c59d2149b174142e0d0a3a8a9	09/07/15	p11=0.45:p10=0.45	1966	143	Fill	0.073	0.088	0.09
4bc1bf6c59d2149b174142e0d0a3a8a942195p11=0.45:p10=0.45	4bc1bf6c59d2149b174142e0d0a3a8a9	10/07/15	p11=0.45:p10=0.45	1858	111	Fill	0.060	0.085	0.09
4bc1bf6c59d2149b174142e0d0a3a8a942196p11=0.45:p10=0.45	4bc1bf6c59d2149b174142e0d0a3a8a9	11/07/15	p11=0.45:p10=0.45	1587	111	Fill	0.070	0.081	0.09
4bc1bf6c59d2149b174142e0d0a3a8a942194p14=0.01:p2=0.01:o24=0.01:o28=0.01:o22=0.01	4bc1bf6c59d2149b174142e0d0a3a8a9	09/07/15	p14=0.01:p2=0.01:o24=0.01:o28=0.01:o22=0.01	1132	675	Fill	0.596	0.567	0.18
4bc1bf6c59d2149b174142e0d0a3a8a942195p14=0.01:p2=0.01:o24=0.01:o28=0.01:o22=0.01	4bc1bf6c59d2149b174142e0d0a3a8a9	10/07/15	p14=0.01:p2=0.01:o24=0.01:o28=0.01:o22=0.01	1126	706	Fill	0.627	0.567	0.18
4bc1bf6c59d2149b174142e0d0a3a8a942196p14=0.01:p2=0.01:o24=0.01:o28=0.01:o22=0.01	4bc1bf6c59d2149b174142e0d0a3a8a9	11/07/15	p14=0.01:p2=0.01:o24=0.01:o28=0.01:o22=0.01	1030	579	Fill	0.562	0.568	0.17
4bc1bf6c59d2149b174142e0d0a3a8a942194p16=0.05:p13=0.05:p17=0.05:o17=0.05:o14=0.05	4bc1bf6c59d2149b174142e0d0a3a8a9	09/07/15	p16=0.05:p13=0.05:p17=0.05:o17=0.05:o14=0.05	1952	732	Fill	0.375	0.397	0.26
4bc1bf6c59d2149b174142e0d0a3a8a942195p16=0.05:p13=0.05:p17=0.05:o17=0.05:o14=0.05	4bc1bf6c59d2149b174142e0d0a3a8a9	10/07/15	p16=0.05:p13=0.05:p17=0.05:o17=0.05:o14=0.05	37621	16457	Fill	0.437	0.392	0.26
4bc1bf6c59d2149b174142e0d0a3a8a942196p16=0.05:p13=0.05:p17=0.05:o17=0.05:o14=0.05	4bc1bf6c59d2149b174142e0d0a3a8a9	11/07/15	p16=0.05:p13=0.05:p17=0.05:o17=0.05:o14=0.05	34852	10235	Fill	0.294	0.388	0.26
4bc1bf6c59d2149b174142e0d0a3a8a942194p19=0.01:o19=0.01:p20=0.01	4bc1bf6c59d2149b174142e0d0a3a8a9	09/07/15	p19=0.01:o19=0.01:p20=0.01	1184	717	Fill	0.606	0.560	0.13
4bc1bf6c59d2149b174142e0d0a3a8a942195p19=0.01:o19=0.01:p20=0.01	4bc1bf6c59d2149b174142e0d0a3a8a9	10/07/15	p19=0.01:o19=0.01:p20=0.01	1116	702	Fill	0.629	0.559	0.13
4bc1bf6c59d2149b174142e0d0a3a8a942196p19=0.01:o19=0.01:p20=0.01	4bc1bf6c59d2149b174142e0d0a3a8a9	11/07/15	p19=0.01:o19=0.01:p20=0.01	1000	622	Fill	0.622	0.561	0.13
4bc1bf6c59d2149b174142e0d0a3a8a942194p23=0.01:p3=0.01:p24=0.01:o1=0.01:o2=0.01	4bc1bf6c59d2149b174142e0d0a3a8a9	09/07/15	p23=0.01:p3=0.01:p24=0.01:o1=0.01:o2=0.01	3841	2329	Fill	0.606	0.564	0.18
4bc1bf6c59d2149b174142e0d0a3a8a942195p23=0.01:p3=0.01:p24=0.01:o1=0.01:o2=0.01	4bc1bf6c59d2149b174142e0d0a3a8a9	10/07/15	p23=0.01:p3=0.01:p24=0.01:o1=0.01:o2=0.01	2419	1271	Fill	0.525	0.567	0.18
4bc1bf6c59d2149b174142e0d0a3a8a942196p23=0.01:p3=0.01:p24=0.01:o1=0.01:o2=0.01	4bc1bf6c59d2149b174142e0d0a3a8a9	11/07/15	p23=0.01:p3=0.01:p24=0.01:o1=0.01:o2=0.01	916	536	Fill	0.585	0.572	0.18
4bc1bf6c59d2149b174142e0d0a3a8a942194p7=0.45:p9=0.25	4bc1bf6c59d2149b174142e0d0a3a8a9	09/07/15	p7=0.45:p9=0.25	2072	185	Fill	0.089	0.100	0.09
4bc1bf6c59d2149b174142e0d0a3a8a942195p7=0.45:p9=0.25	4bc1bf6c59d2149b174142e0d0a3a8a9	10/07/15	p7=0.45:p9=0.25	1896	148	Fill	0.078	0.097	0.09
4bc1bf6c59d2149b174142e0d0a3a8a942196p7=0.45:p9=0.25	4bc1bf6c59d2149b174142e0d0a3a8a9	11/07/15	p7=0.45:p9=0.25	1582	135	Fill	0.085	0.095	0.09
6419683a451bd40ad7c9fedd7ddb071f42194p1=0.24:t1=0.22	6419683a451bd40ad7c9fedd7ddb071f	09/07/15	p1=0.24:t1=0.22	29516	3066	Fill	0.104	0.335	0.11
6419683a451bd40ad7c9fedd7ddb071f42195p1=0.24:t1=0.22	6419683a451bd40ad7c9fedd7ddb071f	10/07/15	p1=0.24:t1=0.22	27440	2137	Fill	0.078	0.298	0.11
6419683a451bd40ad7c9fedd7ddb071f42196p1=0.24:t1=0.22	6419683a451bd40ad7c9fedd7ddb071f	11/07/15	p1=0.24:t1=0.22	19110	3060	Fill	0.160	0.258	0.12
7957ed50d78d9b51f4ec41fe60f7302942194e10=3.6:e22=3.3	7957ed50d78d9b51f4ec41fe60f73029	09/07/15	e10=3.6:e22=3.3	718	45	Fill	0.063	0.042	0.10
7957ed50d78d9b51f4ec41fe60f7302942195e10=3.6:e22=3.3	7957ed50d78d9b51f4ec41fe60f73029	10/07/15	e10=3.6:e22=3.3	541	34	Fill	0.063	0.043	0.10
7957ed50d78d9b51f4ec41fe60f7302942194e29=3.6:e9=3.6	7957ed50d78d9b51f4ec41fe60f73029	09/07/15	e29=3.6:e9=3.6	703	41	Fill	0.058	0.037	0.10
7957ed50d78d9b51f4ec41fe60f7302942195e29=3.6:e9=3.6	7957ed50d78d9b51f4ec41fe60f73029	10/07/15	e29=3.6:e9=3.6	554	36	Fill	0.065	0.036	0.10
7957ed50d78d9b51f4ec41fe60f7302942194e4=4.20:o26=4.20:o8=3.60:p36=3.40:e1=3.00	7957ed50d78d9b51f4ec41fe60f73029	09/07/15	e4=4.20:o26=4.20:o8=3.60:p36=3.40:e1=3.00	6914	804	Fill	0.116	0.104	0.42
7957ed50d78d9b51f4ec41fe60f7302942195e4=4.20:o26=4.20:o8=3.60:p36=3.40:e1=3.00	7957ed50d78d9b51f4ec41fe60f73029	10/07/15	e4=4.20:o26=4.20:o8=3.60:p36=3.40:e1=3.00	4731	465	Fill	0.098	0.100	0.42
7957ed50d78d9b51f4ec41fe60f7302942196e4=4.20:o26=4.20:o8=3.60:p36=3.40:e1=3.00	7957ed50d78d9b51f4ec41fe60f73029	11/07/15	e4=4.20:o26=4.20:o8=3.60:p36=3.40:e1=3.00	2302	284	Fill	0.123	0.097	0.42
7957ed50d78d9b51f4ec41fe60f7302942194o1=3.9:e3=3.6:e7=3.3:e26=3	7957ed50d78d9b51f4ec41fe60f73029	09/07/15	o1=3.9:e3=3.6:e7=3.3:e26=3	1951	198	Fill	0.101	0.084	0.29
7957ed50d78d9b51f4ec41fe60f7302942195o1=3.9:e3=3.6:e7=3.3:e26=3	7957ed50d78d9b51f4ec41fe60f73029	10/07/15	o1=3.9:e3=3.6:e7=3.3:e26=3	53145	3467	Fill	0.065	0.083	0.29
7957ed50d78d9b51f4ec41fe60f7302942196o1=3.9:e3=3.6:e7=3.3:e26=3	7957ed50d78d9b51f4ec41fe60f73029	11/07/15	o1=3.9:e3=3.6:e7=3.3:e26=3	64296	7510	Fill	0.117	0.084	0.29
7957ed50d78d9b51f4ec41fe60f7302942194o15=4.1:e33=3.9:o28=3.8:o2=3.5	7957ed50d78d9b51f4ec41fe60f73029	09/07/15	o15=4.1:e33=3.9:o28=3.8:o2=3.5	56285	4389	Fill	0.078	0.077	0.33
7957ed50d78d9b51f4ec41fe60f7302942195o15=4.1:e33=3.9:o28=3.8:o2=3.5	7957ed50d78d9b51f4ec41fe60f73029	10/07/15	o15=4.1:e33=3.9:o28=3.8:o2=3.5	27936	1780	Fill	0.064	0.064	0.34
7957ed50d78d9b51f4ec41fe60f7302942196o15=4.1:e33=3.9:o28=3.8:o2=3.5	7957ed50d78d9b51f4ec41fe60f73029	11/07/15	o15=4.1:e33=3.9:o28=3.8:o2=3.5	3688	377	Fill	0.102	0.057	0.34
7957ed50d78d9b51f4ec41fe60f7302942194o16=3.9:e21=3.9:o25=3.5	7957ed50d78d9b51f4ec41fe60f73029	09/07/15	o16=3.9:e21=3.9:o25=3.5	3451	225	Fill	0.065	0.079	0.26
7957ed50d78d9b51f4ec41fe60f7302942195o16=3.9:e21=3.9:o25=3.5	7957ed50d78d9b51f4ec41fe60f73029	10/07/15	o16=3.9:e21=3.9:o25=3.5	2359	142	Fill	0.060	0.071	0.26
7957ed50d78d9b51f4ec41fe60f7302942196o16=3.9:e21=3.9:o25=3.5	7957ed50d78d9b51f4ec41fe60f73029	11/07/15	o16=3.9:e21=3.9:o25=3.5	1766	133	Fill	0.075	0.065	0.26
7957ed50d78d9b51f4ec41fe60f7302942194o22=3.5:e20=3.2:p19=3.45:o30=3.5	7957ed50d78d9b51f4ec41fe60f73029	09/07/15	o22=3.5:e20=3.2:p19=3.45:o30=3.5	2413	254	Fill	0.105	0.097	0.36
7957ed50d78d9b51f4ec41fe60f7302942195o22=3.5:e20=3.2:p19=3.45:o30=3.5	7957ed50d78d9b51f4ec41fe60f73029	10/07/15	o22=3.5:e20=3.2:p19=3.45:o30=3.5	1610	160	Fill	0.099	0.094	0.36
7957ed50d78d9b51f4ec41fe60f7302942196o22=3.5:e20=3.2:p19=3.45:o30=3.5	7957ed50d78d9b51f4ec41fe60f73029	11/07/15	o22=3.5:e20=3.2:p19=3.45:o30=3.5	1342	169	Fill	0.126	0.094	0.36
7957ed50d78d9b51f4ec41fe60f7302942194o23=3.6:o9=3.6	7957ed50d78d9b51f4ec41fe60f73029	09/07/15	o23=3.6:o9=3.6	662	40	Fill	0.060	0.086	0.09
7957ed50d78d9b51f4ec41fe60f7302942195o23=3.6:o9=3.6	7957ed50d78d9b51f4ec41fe60f73029	10/07/15	o23=3.6:o9=3.6	526	27	Fill	0.051	0.082	0.09
7957ed50d78d9b51f4ec41fe60f7302942194o24=3.6:e15=3.6:e14=3.3:e24=3	7957ed50d78d9b51f4ec41fe60f73029	09/07/15	o24=3.6:e15=3.6:e14=3.3:e24=3	55948	6181	Fill	0.110	0.097	0.29
7957ed50d78d9b51f4ec41fe60f7302942195o24=3.6:e15=3.6:e14=3.3:e24=3	7957ed50d78d9b51f4ec41fe60f73029	10/07/15	o24=3.6:e15=3.6:e14=3.3:e24=3	27752	2979	Fill	0.107	0.092	0.29
7957ed50d78d9b51f4ec41fe60f7302942196o24=3.6:e15=3.6:e14=3.3:e24=3	7957ed50d78d9b51f4ec41fe60f73029	11/07/15	o24=3.6:e15=3.6:e14=3.3:e24=3	3842	421	Fill	0.110	0.091	0.29
7957ed50d78d9b51f4ec41fe60f7302942194o27=4.1:o29=3.6:e25=3.6	7957ed50d78d9b51f4ec41fe60f73029	09/07/15	o27=4.1:o29=3.6:e25=3.6	2018	167	Fill	0.083	0.061	0.22
7957ed50d78d9b51f4ec41fe60f7302942195o27=4.1:o29=3.6:e25=3.6	7957ed50d78d9b51f4ec41fe60f73029	10/07/15	o27=4.1:o29=3.6:e25=3.6	2532	171	Fill	0.068	0.055	0.23
7957ed50d78d9b51f4ec41fe60f7302942196o27=4.1:o29=3.6:e25=3.6	7957ed50d78d9b51f4ec41fe60f73029	11/07/15	o27=4.1:o29=3.6:e25=3.6	2191	213	Fill	0.097	0.056	0.23
7957ed50d78d9b51f4ec41fe60f7302942194o3=3.6:o5=3.3	7957ed50d78d9b51f4ec41fe60f73029	09/07/15	o3=3.6:o5=3.3	659	58	Fill	0.088	0.093	0.09
7957ed50d78d9b51f4ec41fe60f7302942195o3=3.6:o5=3.3	7957ed50d78d9b51f4ec41fe60f73029	10/07/15	o3=3.6:o5=3.3	590	32	Fill	0.054	0.088	0.09
7957ed50d78d9b51f4ec41fe60f7302942194p10=3.6:p21=3.3	7957ed50d78d9b51f4ec41fe60f73029	09/07/15	p10=3.6:p21=3.3	723	14	Fill	0.019	0.051	0.10
7957ed50d78d9b51f4ec41fe60f7302942194p9=3.6:p2=3.6	7957ed50d78d9b51f4ec41fe60f73029	09/07/15	p9=3.6:p2=3.6	773	20	Fill	0.026	0.042	0.10
7957ed50d78d9b51f4ec41fe60f7302942195p9=3.6:p2=3.6	7957ed50d78d9b51f4ec41fe60f73029	10/07/15	p9=3.6:p2=3.6	521	14	Fill	0.027	0.039	0.10
7cf6290ce7e103cad37b1ad7f7bf97f842194o15=0.60:p21=0.60:o12=0.60:t45=0.50	7cf6290ce7e103cad37b1ad7f7bf97f8	09/07/15	o15=0.60:p21=0.60:o12=0.60:t45=0.50	110097	40863	Fill	0.371	0.524	0.23
7cf6290ce7e103cad37b1ad7f7bf97f842195o15=0.60:p21=0.60:o12=0.60:t45=0.50	7cf6290ce7e103cad37b1ad7f7bf97f8	10/07/15	o15=0.60:p21=0.60:o12=0.60:t45=0.50	116219	48331	Fill	0.416	0.509	0.23
