tagid,single_chain,single_weight,chains_clean,weights_clean,ordinal_in_tag,tagid_1,sum_weight
de5d1317b63528fa12454589a916b50c,"""p10"",""t10"",""p11"",""t11""", 40,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",4,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""p21"",""t6"",""p5"",""t28""", 10,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",5,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""p18""", 8,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",6,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""t5""", 8,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",7,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""p17""", 8,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",8,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""t25""", 8,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",9,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""p15"",""p8""", 8,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",10,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""t1"",""t12""", 8,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",11,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""p3""", 8,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",12,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""t14""", 8,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",13,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""p20"",""p9""", 8,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",14,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""t9"",""t4""", 8,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",15,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""p12""", 8,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",16,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""t20""", 8,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",17,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""t29"",""p22"",""t7"",""p2"",""t24""", 19,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",18,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""t13"",""p23"",""p1"",""p4"",""t2""", 19,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",19,de5d1317b63528fa12454589a916b50c,419
de5d1317b63528fa12454589a916b50c,"""p24"",""p25"",""p14"",""p13"",""t3""", 19,"""t26"",""p7"",""t23""],[""t17"",""t18"",""t19"",""p16""],[""t16"",""t27"",""p19""],[""p10"",""t10"",""p11"",""t11""],[""p21"",""t6"",""p5"",""t28""],[""p18""],[""t5""],[""p17""],[""t25""],[""p15"",""p8""],[""t1"",""t12""],[""p3""],[""t14""],[""p20"",""p9""],[""t9"",""t4""],[""p12""],[""t20""],[""t29"",""p22"",""t7"",""p2"",""t24""],[""t13"",""p23"",""p1"",""p4"",""t2""],[""p24"",""p25"",""p14"",""p13"",""t3""","14,176,26,40,10,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19",20,de5d1317b63528fa12454589a916b50c,419
